decimalLatitude,decimalLongitude,occurrenceStatus
-33.6075,150.741,1
-33.5099,150.821,1
-33.643219,150.658674,1
-33.58272,150.80837,1
-33.52353,150.63396,1
-33.58272,150.80837,1
-33.506482,150.809026,1
-33.5254,150.666,1
-33.643219,150.658674,1
-33.5253,150.666,1
-33.506482,150.809026,1
-33.5254,150.666,1
-33.506482,150.809026,1
-33.5254,150.666,1
-33.643219,150.658674,1
-33.5254,150.666,1
-33.506482,150.809026,1
-33.506482,150.809026,1
-33.5099,150.821,1
-33.5253,150.666,1
-33.5253,150.666,1
-33.6075,150.741,1
-33.643219,150.658674,1
-33.6729,150.757,1
-33.5866,150.625,1
-33.5254,150.666,1
-33.603431,150.747435,1
-33.61478,150.749256,1
-33.549298,150.733636,1
-33.569147,150.623417,1
-33.6,150.8,1
-33.61646,150.754845,1
-33.61646,150.754845,1
-33.579722,150.702222,1
-33.579722,150.702222,1
-33.579722,150.702222,1
-33.579722,150.702222,1
-33.603931,150.756967,1
-33.614913,150.745307,1
-33.6,150.7,1
-33.60435,150.74298,1
-33.583611,150.706111,1
-33.65369,150.73637,1
-33.6097,150.743,1
-33.582278,150.709078,1
-33.526225,150.704848,1
-33.6344,150.753,1
-33.526388,150.704926,1
-33.526344,150.705264,1
-33.526284,150.704865,1
-33.52614,150.704924,1
-33.605784,150.74722,1
-33.658764,150.750104,1
-33.526284,150.704865,1
-33.52614,150.704924,1
-33.526225,150.704848,1
-33.658764,150.750104,1
-33.526284,150.704865,1
-33.52614,150.704924,1
-33.605784,150.74722,1
-33.52614,150.704924,1
-33.526284,150.704865,1
-33.52614,150.704924,1
-33.526225,150.704848,1
-33.658764,150.750104,1
-33.526344,150.705264,1
-33.52614,150.704924,1
-33.526225,150.704848,1
-33.526388,150.704926,1
-33.6344,150.753,1
-33.526284,150.704865,1
-33.526284,150.704865,1
-33.582278,150.709078,1
-33.658764,150.750104,1
-33.6097,150.743,1
-33.581938,150.709376,1
-33.5,150.7,1
-33.658158,150.750163,1
-33.584882,150.625132,1
-33.571865,150.674229,1
-33.569118,150.657334,1
-33.569071,150.657254,1
-33.642839,150.802653,1
-33.6345,150.753,1
-33.5313,150.769,1
-33.5693,150.736,1
-33.609208,150.806623,1
-33.607243,150.740852,1
-33.6646,150.808,1
-33.6345,150.753,1
-33.642746,150.80252,1
-33.658158,150.750163,1
-33.6646,150.808,1
-33.569071,150.657254,1
-33.609208,150.806623,1
-33.571865,150.674229,1
-33.571865,150.674229,1
-33.569118,150.657334,1
-33.569118,150.657334,1
-33.571865,150.674229,1
-33.5693,150.736,1
-33.658158,150.750163,1
-33.607243,150.740852,1
-33.6345,150.753,1
-33.571865,150.674229,1
-33.658158,150.750163,1
-33.569118,150.657334,1
-33.642839,150.802653,1
-33.571865,150.674229,1
-33.609208,150.806623,1
-33.5313,150.769,1
-33.609208,150.806623,1
-33.584882,150.625132,1
-33.6646,150.808,1
-33.569071,150.657254,1
-33.642746,150.80252,1
-33.6345,150.753,1
-33.6646,150.808,1
-33.571865,150.674229,1
-33.569118,150.657334,1
-33.569118,150.657334,1
-33.569071,150.657254,1
-33.571865,150.674229,1
-33.617204,150.715308,1
-33.617204,150.715308,1
-33.5,150.7,1
-33.5,150.7,1
-33.5,150.7,1
-33.5,150.7,1
-33.5,150.7,1
-33.5,150.7,1
-33.5,150.7,1
-33.583272,150.767999,1
-33.583272,150.767999,1
-33.670943,150.691111,1
-33.670943,150.691111,1
-33.671107,150.691319,1
-33.5,150.7,1
-33.5,150.7,1
-33.541386,150.768642,1
-33.5,150.7,1
-33.5,150.7,1
-33.625733,150.762657,1
-33.615,150.746111,1
-33.614083,150.744051,1
-33.671107,150.691319,1
-33.5,150.7,1
-33.5,150.7,1
-33.613874,150.743795,1
-33.614157,150.744813,1
-33.668299,150.750099,1
-33.5,150.7,1
-33.5,150.7,1
-33.5,150.7,1
-33.552011,150.686258,1
-33.64073,150.78584,1
-33.64073,150.78584,1
-33.561928,150.664808,1
-33.603431,150.747435,1
-33.67919,150.680775,1
-33.671107,150.691319,1
-33.614851,150.74615,1
-33.614054,150.745221,1
-33.615021,150.746096,1
-33.613973,150.745049,1
-33.614814,150.74607,1
-33.523342,150.771823,1
-33.523342,150.771823,1
-33.523342,150.771823,1
-33.523342,150.771823,1
-33.523342,150.771823,1
-33.523342,150.771823,1
-33.52306,150.68501,1
-33.541888,150.765209,1
-33.613521,150.744735,1
-33.614275,150.745195,1
-33.575278,150.688056,1
-33.575278,150.688056,1
-33.575278,150.688056,1
-33.575278,150.688056,1
-33.510182,150.744163,1
-33.510182,150.744163,1
-33.66308,150.754048,1
-33.66308,150.754048,1
-33.558883,150.698676,1
-33.558883,150.698676,1
-33.558883,150.698676,1
-33.553289,150.807778,1
-33.553289,150.807778,1
-33.639718,150.680693,1
-33.639718,150.680693,1
-33.593422,150.640024,1
-33.6378,150.803913,1
-33.6378,150.803913,1
-33.6378,150.803913,1
-33.625983,150.648374,1
-33.625983,150.648374,1
-33.625983,150.648374,1
-33.625983,150.648374,1
-33.65369,150.73637,1
-33.603431,150.747435,1
-33.5,150.7,1
-33.5,150.7,1
-33.5,150.7,1
-33.5,150.7,1
-33.5,150.7,1
-33.5,150.7,1
-33.5,150.7,1
-33.61327,150.74613,1
-33.637376,150.810455,1
-33.531524,150.756109,1
-33.531524,150.756109,1
-33.627911,150.732933,1
-33.627911,150.732933,1
-33.49114,150.774682,1
-33.6485,150.7355,1
-33.627911,150.732933,1
-33.509275,150.809751,1
-33.649756,150.784469,1
-33.628217,150.762324,1
-33.630918,150.801499,1
-33.628356,150.717938,1
-33.61411,150.744133,1
-33.615149,150.746021,1
-33.61327,150.74613,1
-33.614441,150.744524,1
-33.61327,150.74613,1
-33.615861,150.747437,1
-33.61327,150.74613,1
-33.614752,150.745557,1
-33.61327,150.74613,1
-33.61419,150.749695,1
-33.651321,150.783345,1
-33.545496,150.694823,1
-33.545496,150.694823,1
-33.545496,150.694823,1
-33.612662,150.743469,1
-33.629894,150.812029,1
-33.613841,150.74483,1
-33.638988,150.746375,1
-33.638988,150.746375,1
-33.613874,150.746005,1
-33.59168,150.667122,1
-33.602769,150.752785,1
-33.61377,150.744826,1
-33.55305,150.80629,1
-33.55313,150.80692,1
-33.55313,150.80692,1
-33.66724,150.75251,1
-33.66724,150.75251,1
-33.66724,150.75251,1
-33.627915,150.785624,1
-33.59164,150.68424,1
-33.59164,150.68424,1
-33.629464,150.767972,1
-33.505663,150.768464,1
-33.628843,150.731793,1
-33.628843,150.731793,1
-33.628843,150.731793,1
-33.665472,150.684088,1
-33.506,150.7684,1
-33.629473,150.764965,1
-33.59927,150.68958,1
-33.684,150.73052,1
-33.603889,150.754028,1
-33.554504,150.701429,1
-33.554504,150.701429,1
-33.554504,150.701429,1
-33.554504,150.701429,1
-33.554504,150.701429,1
-33.618205,150.72359,1
-33.607053,150.721718,1
-33.614511,150.723256,1
-33.619478,150.727146,1
-33.614469,150.745018,1
-33.65,150.806,1
-33.65,150.806,1
-33.65,150.806,1
-33.65,150.806,1
-33.610308,150.75417,1
-33.615121,150.748127,1
-33.613861,150.745396,1
-33.612817,150.743423,1
-33.610308,150.75417,1
-33.610308,150.75417,1
-33.615625,150.751096,1
-33.6142,150.745323,1
-33.610308,150.75417,1
-33.614427,150.745457,1
-33.612869,150.743473,1
-33.610308,150.75417,1
-33.618783,150.781265,1
-33.634913,150.789222,1
-33.64633,150.79795,1
-33.65147,150.79643,1
-33.67286,150.77071,1
-33.67052,150.7623,1
-33.67286,150.77071,1
-33.67286,150.77071,1
-33.67052,150.7623,1
-33.67286,150.77071,1
-33.67052,150.7623,1
-33.67116,150.76242,1
-33.67097,150.75633,1
-33.67234,150.76686,1
-33.66993,150.76133,1
-33.67097,150.75633,1
-33.65,150.806,1
-33.65,150.806,1
-33.65,150.806,1
-33.65,150.806,1
-33.65,150.806,1
-33.614659,150.746288,1
-33.615734,150.751258,1
-33.615767,150.751227,1
-33.615687,150.751269,1
-33.614759,150.746103,1
-33.614517,150.747107,1
-33.613948,150.745233,1
-33.615723,150.751286,1
-33.614023,150.745607,1
-33.614871,150.746083,1
-33.61488,150.74606,1
-33.61296,150.743549,1
-33.613874,150.746005,1
-33.614344,150.746538,1
-33.615307,150.75128,1
-33.61327,150.74613,1
-33.614736,150.74546,1
-33.615749,150.751298,1
-33.61327,150.74613,1
-33.612913,150.743501,1
-33.645103,150.735817,1
-33.608409,150.737142,1
-33.614119,150.745618,1
-33.614764,150.745387,1
-33.65788,150.80923,1
-33.65788,150.80923,1
-33.65788,150.80923,1
-33.68513,150.75061,1
-33.68513,150.75061,1
-33.68719,150.7593,1
-33.68719,150.7593,1
-33.68719,150.7593,1
-33.68719,150.7593,1
-33.67049,150.76294,1
-33.67049,150.76294,1
-33.67378,150.76079,1
-33.67975,150.76143,1
-33.67975,150.76143,1
-33.67686,150.76557,1
-33.67686,150.76557,1
-33.642758,150.80254,1
-33.634453,150.810361,1
-33.634453,150.810361,1
-33.496117,150.777149,1
-33.496117,150.777149,1
-33.496117,150.777149,1
-33.634687,150.810467,1
-33.634687,150.810467,1
-33.550073,150.675952,1
-33.550073,150.675952,1
-33.559702,150.78756,1
-33.578332,150.623854,1
-33.578332,150.623854,1
-33.578332,150.623854,1
-33.578332,150.623854,1
-33.581579,150.622957,1
-33.583815,150.623434,1
-33.583556,150.623075,1
-33.615346,150.690031,1
-33.615346,150.690031,1
-33.615346,150.690031,1
-33.629082,150.640922,1
-33.677534,150.772058,1
-33.677534,150.772058,1
-33.496117,150.777149,1
-33.496117,150.777149,1
-33.496117,150.777149,1
-33.496117,150.777149,1
-33.616186,150.795301,1
-33.616186,150.795301,1
-33.616186,150.795301,1
-33.63661,150.69271,1
-33.63661,150.69271,1
-33.63661,150.69271,1
-33.64071,150.68871,1
-33.64098,150.691422,1
-33.64721,150.80717,1
-33.64721,150.80717,1
-33.64858,150.80603,1
-33.64858,150.80603,1
-33.64858,150.80603,1
-33.64277,150.79627,1
-33.64873,150.79734,1
-33.65012,150.80583,1
-33.65012,150.80583,1
-33.65012,150.80583,1
-33.64981,150.80514,1
-33.64981,150.80514,1
-33.64981,150.80514,1
-33.6376,150.69275,1
-33.6376,150.69275,1
-33.6376,150.69275,1
-33.65,150.806,1
-33.65,150.806,1
-33.60458,150.74298,1
-33.66818,150.7451,1
-33.506317,150.767739,1
-33.506317,150.767739,1
-33.506317,150.767739,1
-33.506317,150.767739,1
-33.55553,150.72327,1
-33.542312,150.72217,1
-33.616908,150.739258,1
-33.619837,150.735215,1
-33.616908,150.739258,1
-33.619837,150.735215,1
-33.527816,150.784951,1
-33.527816,150.784951,1
-33.527816,150.784951,1
-33.527816,150.784951,1
-33.527816,150.784951,1
-33.527816,150.784951,1
-33.527816,150.784951,1
-33.637809,150.804285,1
-33.637809,150.804285,1
-33.603105,150.686371,1
-33.603105,150.686371,1
-33.683198,150.79612,1
-33.53,150.62,1
-33.673089,150.677882,1
-33.673089,150.677882,1
-33.681969,150.678312,1
-33.685636,150.678203,1
-33.685636,150.678203,1
-33.685636,150.678203,1
-33.541891,150.765212,1
-33.541891,150.765212,1
-33.541891,150.765212,1
-33.541891,150.765212,1
-33.676823,150.62529,1
-33.676823,150.62529,1
-33.588068,150.711964,1
-33.588068,150.711964,1
-33.574814,150.715669,1
-33.574814,150.715669,1
-33.605402,150.661154,1
-33.605402,150.661154,1
-33.605402,150.661154,1
-33.612765,150.657195,1
-33.612765,150.657195,1
-33.605402,150.661154,1
-33.605402,150.661154,1
-33.605402,150.661154,1
-33.605402,150.661154,1
-33.605402,150.661154,1
-33.667221,150.790123,1
-33.667221,150.790123,1
-33.667221,150.790123,1
-33.575725,150.779898,1
-33.656031,150.621068,1
-33.579349,150.687439,1
-33.579349,150.687439,1
-33.579349,150.687439,1
-33.579349,150.687439,1
-33.579349,150.687439,1
-33.581241,150.698487,1
-33.581241,150.698487,1
-33.581241,150.698487,1
-33.581241,150.698487,1
-33.581241,150.698487,1
-33.496118,150.777143,1
-33.496118,150.777143,1
-33.496118,150.777143,1
-33.496118,150.777143,1
-33.496118,150.777143,1
-33.496118,150.777143,1
-33.496118,150.777143,1
-33.559268,150.667106,1
-33.559268,150.667106,1
-33.559268,150.667106,1
-33.559268,150.667106,1
-33.559268,150.667106,1
-33.559268,150.667106,1
-33.559268,150.667106,1
-33.559268,150.667106,1
-33.559268,150.667106,1
-33.495288,150.683084,1
-33.495288,150.683084,1
-33.630972,150.716567,1
-33.635821,150.719414,1
-33.635821,150.719414,1
-33.622931,150.716197,1
-33.6466,150.706937,1
-33.6466,150.706937,1
-33.608472,150.722301,1
-33.635821,150.719414,1
-33.633884,150.71704,1
-33.62599,150.781217,1
-33.637978,150.715606,1
-33.637978,150.715606,1
-33.666448,150.712955,1
-33.682089,150.72448,1
-33.637978,150.715606,1
-33.647284,150.705916,1
-33.685147,150.724561,1
-33.682089,150.72448,1
-33.685147,150.724561,1
-33.611165,150.725064,1
-33.624609,150.75712,1
-33.623101,150.780472,1
-33.622642,150.778059,1
-33.536753,150.780409,1
-33.536753,150.780409,1
-33.536301,150.820369,1
-33.536301,150.820369,1
-33.536301,150.820369,1
-33.536301,150.820369,1
-33.536301,150.820369,1
-33.510941,150.766496,1
-33.605195,150.661666,1
-33.502541,150.771706,1
-33.565162,150.731959,1
-33.677054,150.76828,1
-33.673317,150.757139,1
-33.680818,150.752091,1
-33.670108,150.761623,1
-33.678847,150.743881,1
