decimalLatitude,decimalLongitude,species,speciesKey,occurrenceStatus
-33.838575,151.071142,Litoria peronii,2427831.0,1
-33.842643,151.074274,Ranoidea aurea,10595763.0,1
-33.840416,151.07044,Ranoidea aurea,10595763.0,1
-33.838575,151.071142,Litoria fallax,2427671.0,1
-33.840416,151.07044,Litoria peronii,2427831.0,1
-33.836398,151.059792,Litoria fallax,2427671.0,1
-33.840416,151.07044,Litoria fallax,2427671.0,1
-33.836398,151.059792,Ranoidea aurea,10595763.0,1
-33.840416,151.07044,Limnodynastes peronii,2429583.0,1
-33.840416,151.07044,Limnodynastes peronii,2429583.0,1
-33.840416,151.07044,Ranoidea aurea,10595763.0,1
-33.839198,151.071667,Limnodynastes peronii,2429583.0,1
-33.838575,151.071142,Ranoidea aurea,10595763.0,1
-33.836398,151.059792,Litoria fallax,2427671.0,1
-33.838575,151.071142,Litoria fallax,2427671.0,1
-33.840416,151.07044,Ranoidea aurea,10595763.0,1
-33.838575,151.071142,Limnodynastes peronii,2429583.0,1
-33.840416,151.07044,Litoria peronii,2427831.0,1
-33.836398,151.059792,Litoria fallax,2427671.0,1
-33.840416,151.07044,Litoria fallax,2427671.0,1
-33.839198,151.071667,Limnodynastes peronii,2429583.0,1
-33.840416,151.07044,Ranoidea aurea,10595763.0,1
-33.836398,151.059792,Litoria fallax,2427671.0,1
-33.836398,151.059792,Litoria peronii,2427831.0,1
-33.840416,151.07044,Litoria fallax,2427671.0,1
-33.826341,151.052399,Ranoidea aurea,10595763.0,1
-33.838575,151.071142,Litoria fallax,2427671.0,1
-33.825116,151.057392,Limnodynastes peronii,2429583.0,1
-33.840416,151.07044,Ranoidea aurea,10595763.0,1
-33.840416,151.07044,Limnodynastes peronii,2429583.0,1
-33.839198,151.071667,Litoria peronii,2427831.0,1
-33.824979,151.066217,Ranoidea aurea,10595763.0,1
-33.838575,151.071142,Litoria fallax,2427671.0,1
-33.838575,151.071142,Ranoidea aurea,10595763.0,1
-33.840416,151.07044,Litoria peronii,2427831.0,1
-33.838575,151.071142,Limnodynastes peronii,2429583.0,1
-33.825116,151.057392,Limnodynastes peronii,2429583.0,1
-33.825116,151.057392,Litoria fallax,2427671.0,1
-33.836398,151.059792,Limnodynastes peronii,2429583.0,1
-33.836398,151.059792,Litoria peronii,2427831.0,1
-33.836398,151.059792,Litoria fallax,2427671.0,1
-33.836398,151.059792,Litoria fallax,2427671.0,1
-33.838575,151.071142,Ranoidea aurea,10595763.0,1
-33.839198,151.071667,Crinia signifera,2424585.0,1
-33.838575,151.071142,Litoria fallax,2427671.0,1
-33.840416,151.07044,Ranoidea aurea,10595763.0,1
-33.838575,151.071142,Limnodynastes peronii,2429583.0,1
-33.840416,151.07044,Litoria fallax,2427671.0,1
-33.825116,151.057392,Litoria peronii,2427831.0,1
-33.838834,151.068326,Ranoidea aurea,10595763.0,1
-33.839198,151.071667,Litoria fallax,2427671.0,1
-33.836398,151.059792,Litoria peronii,2427831.0,1
-33.840416,151.07044,Ranoidea aurea,10595763.0,1
-33.840416,151.07044,Litoria fallax,2427671.0,1
-33.840416,151.07044,Litoria peronii,2427831.0,1
-33.839198,151.071667,Limnodynastes peronii,2429583.0,1
-33.824979,151.066217,Ranoidea aurea,10595763.0,1
-33.838575,151.071142,Ranoidea aurea,10595763.0,1
-33.836398,151.059792,Limnodynastes peronii,2429583.0,1
-33.824979,151.066217,Limnodynastes peronii,2429583.0,1
-33.840416,151.07044,Limnodynastes peronii,2429583.0,1
-33.825116,151.057392,Litoria fallax,2427671.0,1
-33.836398,151.059792,Limnodynastes peronii,2429583.0,1
-33.825116,151.057392,Ranoidea aurea,10595763.0,1
-33.836398,151.059792,Ranoidea aurea,10595763.0,1
-33.840416,151.07044,Limnodynastes peronii,2429583.0,1
-33.840416,151.07044,Litoria peronii,2427831.0,1
-33.836398,151.059792,Ranoidea aurea,10595763.0,1
-33.825116,151.057392,Ranoidea aurea,10595763.0,1
-33.838575,151.071142,Limnodynastes peronii,2429583.0,1
-33.840416,151.07044,Litoria fallax,2427671.0,1
-33.836398,151.059792,Limnodynastes peronii,2429583.0,1
-33.839198,151.071667,Litoria fallax,2427671.0,1
-33.838575,151.071142,Crinia signifera,2424585.0,1
-33.838575,151.071142,Litoria fallax,2427671.0,1
-33.824979,151.066217,Ranoidea aurea,10595763.0,1
-33.840416,151.07044,Limnodynastes peronii,2429583.0,1
-33.840416,151.07044,Ranoidea aurea,10595763.0,1
-33.839198,151.071667,Limnodynastes peronii,2429583.0,1
-33.874853,151.006576,Limnodynastes peronii,2429583.0,1
-33.744031,150.619318,Limnodynastes peronii,2429583.0,1
-33.8,151.1,Litoria peronii,2427831.0,1
-33.7,151.1,Litoria peronii,2427831.0,1
-33.5,150.7,Limnodynastes tasmaniensis,2429578.0,1
-33.4,150.8,Litoria fallax,2427671.0,1
-34.0,151.0,Crinia signifera,2424585.0,1
-33.5,150.7,,,1
-33.9,151.1,Litoria peronii,2427831.0,1
-34.0,151.1,Litoria peronii,2427831.0,1
-33.7,150.6,Limnodynastes peronii,2429583.0,1
-34.0,151.1,Limnodynastes peronii,2429583.0,1
-33.5,150.7,,,1
-33.5,150.7,Crinia signifera,2424585.0,1
-33.788029,151.0463,Limnodynastes peronii,2429583.0,1
-33.703979,150.301906,Litoria dentata,2427847.0,1
-33.785248,150.983796,Limnodynastes peronii,2429583.0,1
-33.691139,150.371433,Limnodynastes peronii,2429583.0,1
-33.89304,151.112988,Limnodynastes peronii,2429583.0,1
-33.585022,150.904288,Litoria dentata,2427847.0,1
-33.844399,151.091621,Limnodynastes peronii,2429583.0,1
-33.532377,150.739073,Litoria dentata,2427847.0,1
-33.744965,151.029125,Limnodynastes peronii,2429583.0,1
-33.506942,150.371562,Limnodynastes peronii,2429583.0,1
-33.893104,151.11273,Limnodynastes peronii,2429583.0,1
-33.814,151.02,Limnodynastes peronii,2429583.0,1
-34.069124,150.448204,Litoria dentata,2427847.0,1
-33.920227,151.143303,Limnodynastes peronii,2429583.0,1
-34.1991,150.871,Ranoidea phyllochroa,10754639.0,1
-34.1992,150.871,Ranoidea phyllochroa,10754639.0,1
-33.7702,150.695,Limnodynastes peronii,2429583.0,1
-33.251224,150.195016,Litoria latopalmata,2427754.0,1
-33.698836,151.106038,Ranoidea phyllochroa,10754639.0,1
-33.714752,150.992674,Litoria peronii,2427831.0,1
-33.942747,150.97891,Litoria peronii,2427831.0,1
-33.893041,151.112756,Limnodynastes peronii,2429583.0,1
-33.251266,150.1951,Litoria peronii,2427831.0,1
-33.89314,151.113223,Limnodynastes peronii,2429583.0,1
-33.768158,151.061091,Limnodynastes peronii,2429583.0,1
-33.684687,150.308396,Litoria dentata,2427847.0,1
-33.844324,151.091717,Limnodynastes peronii,2429583.0,1
-33.69356,151.096596,Ranoidea phyllochroa,10754639.0,1
-33.90507,151.146704,Limnodynastes peronii,2429583.0,1
-34.069172,150.448201,Litoria dentata,2427847.0,1
-34.033877,151.068593,Litoria peronii,2427831.0,1
-33.253498,150.195155,Litoria latopalmata,2427754.0,1
-33.6364,150.301,Limnodynastes peronii,2429583.0,1
-33.9703,151.095,Limnodynastes peronii,2429583.0,1
-33.7306,150.232,Litoria dentata,2427847.0,1
-33.7878,151.073,Limnodynastes peronii,2429583.0,1
-33.536795,150.193516,Litoria peronii,2427831.0,1
-33.6613,150.256,Limnodynastes tasmaniensis,2429578.0,1
-33.7551,150.724,Limnodynastes peronii,2429583.0,1
-33.787263,151.043758,Limnodynastes peronii,2429583.0,1
-33.801746,151.091409,Limnodynastes peronii,2429583.0,1
-33.893111,151.112904,Limnodynastes peronii,2429583.0,1
-34.003754,150.863573,Litoria dentata,2427847.0,1
-33.584853,150.904211,Litoria dentata,2427847.0,1
-34.085898,151.019683,Crinia signifera,2424585.0,1
-33.500513,150.732802,Litoria dentata,2427847.0,1
-33.772247,150.666554,Litoria dentata,2427847.0,1
-33.661945,150.279959,Litoria dentata,2427847.0,1
-33.251192,150.194997,Limnodynastes peronii,2429583.0,1
-33.893583,151.112373,Limnodynastes peronii,2429583.0,1
-33.752014,151.105196,Ranoidea phyllochroa,10754639.0,1
-34.069232,150.448137,Litoria dentata,2427847.0,1
-33.7588,150.662,Litoria dentata,2427847.0,1
-33.718889,150.366508,Limnodynastes peronii,2429583.0,1
-33.893117,151.112693,Limnodynastes peronii,2429583.0,1
-33.7083,150.614,Litoria latopalmata,2427754.0,1
-33.8019,150.963,Limnodynastes peronii,2429583.0,1
-33.913928,151.146763,Limnodynastes peronii,2429583.0,1
-33.7189,151.003,Litoria peronii,2427831.0,1
-33.697001,151.108641,Ranoidea phyllochroa,10754639.0,1
-33.801896,151.09136,Limnodynastes peronii,2429583.0,1
-33.722235,150.982373,Ranoidea phyllochroa,10754639.0,1
-33.74337,151.051565,Limnodynastes peronii,2429583.0,1
-33.536865,150.193457,Litoria dentata,2427847.0,1
-33.893168,151.112882,Limnodynastes peronii,2429583.0,1
-33.893131,151.112918,Limnodynastes peronii,2429583.0,1
-33.844513,151.091621,Limnodynastes peronii,2429583.0,1
-33.727325,150.30068,Limnodynastes peronii,2429583.0,1
-33.751932,151.105338,Limnodynastes peronii,2429583.0,1
-34.069213,150.448232,Litoria dentata,2427847.0,1
-33.703508,151.10504,Litoria dentata,2427847.0,1
-33.750512,151.107097,Limnodynastes peronii,2429583.0,1
-33.651468,150.952802,Litoria peronii,2427831.0,1
-33.8299,151.015,Litoria peronii,2427831.0,1
-33.706242,151.107999,Limnodynastes peronii,2429583.0,1
-33.6369,150.301,Limnodynastes peronii,2429583.0,1
-33.898049,151.124876,Limnodynastes peronii,2429583.0,1
-33.706586,151.073545,Ranoidea phyllochroa,10754639.0,1
-34.004028,150.86367,Limnodynastes peronii,2429583.0,1
-33.6412,150.29,Crinia signifera,2424585.0,1
-33.7304,150.232,Litoria peronii,2427831.0,1
-33.675995,151.108241,Limnodynastes peronii,2429583.0,1
-33.915524,151.119576,Limnodynastes peronii,2429583.0,1
-33.7595,150.733,Limnodynastes peronii,2429583.0,1
-33.942657,150.978964,Litoria peronii,2427831.0,1
-33.982086,151.066368,Litoria peronii,2427831.0,1
-33.698753,151.106113,Ranoidea phyllochroa,10754639.0,1
-33.768226,151.061236,Limnodynastes peronii,2429583.0,1
-34.213837,151.000853,Ranoidea phyllochroa,10754639.0,1
-33.737818,150.624374,Litoria peronii,2427831.0,1
-33.844345,151.091613,Limnodynastes peronii,2429583.0,1
-33.827591,151.106421,Litoria peronii,2427831.0,1
-33.693608,151.096513,Ranoidea phyllochroa,10754639.0,1
-33.651477,150.952857,Limnodynastes peronii,2429583.0,1
-33.893172,151.113042,Limnodynastes peronii,2429583.0,1
-34.004089,150.863678,Litoria dentata,2427847.0,1
-34.003906,150.863743,Litoria dentata,2427847.0,1
-33.7154,150.993,Litoria peronii,2427831.0,1
-33.545318,150.188818,Litoria dentata,2427847.0,1
-33.7303,151.088,Limnodynastes peronii,2429583.0,1
-33.750366,150.858785,Limnodynastes peronii,2429583.0,1
-34.0279,151.081,Litoria peronii,2427831.0,1
-33.758758,151.148208,Limnodynastes peronii,2429583.0,1
-33.6799,150.754,Litoria dentata,2427847.0,1
-33.7589,150.662,Litoria dentata,2427847.0,1
-33.7576,151.145,Limnodynastes peronii,2429583.0,1
-33.827,151.115,Litoria peronii,2427831.0,1
-33.7451,151.029,Limnodynastes peronii,2429583.0,1
-33.5511,150.241,Limnodynastes peronii,2429583.0,1
-33.9003,151.129,Limnodynastes peronii,2429583.0,1
-34.239,150.918,Litoria citropa,2427808.0,1
-33.733037,150.211976,Limnodynastes dumerilii,2429581.0,1
-33.505028,150.371506,Limnodynastes peronii,2429583.0,1
-33.8269,151.115,Litoria peronii,2427831.0,1
-34.1056,150.555,Litoria dentata,2427847.0,1
-34.083221,151.018514,Limnodynastes peronii,2429583.0,1
-33.6873,150.55,Limnodynastes peronii,2429583.0,1
-33.6839,150.581,Limnodynastes peronii,2429583.0,1
-33.787283,151.043778,Limnodynastes peronii,2429583.0,1
-33.585219,150.904433,Litoria dentata,2427847.0,1
-33.779213,150.97042,Litoria fallax,2427671.0,1
-33.608673,150.7414,Litoria dentata,2427847.0,1
-33.698834,150.365609,Litoria peronii,2427831.0,1
-33.733002,151.068563,Litoria peronii,2427831.0,1
-33.730142,150.472202,Limnodynastes peronii,2429583.0,1
-33.72644,150.340774,Litoria peronii,2427831.0,1
-33.6347,150.292,Limnodynastes peronii,2429583.0,1
-33.7704,150.695,Limnodynastes peronii,2429583.0,1
-33.7302,151.088,Limnodynastes peronii,2429583.0,1
-34.0383,151.077,Limnodynastes peronii,2429583.0,1
-34.1477,150.827,Litoria peronii,2427831.0,1
-33.6189,151.015,Crinia signifera,2424585.0,1
-34.069172,150.44819,Litoria dentata,2427847.0,1
-33.7784,150.911,Limnodynastes peronii,2429583.0,1
-34.2391,150.918,Litoria peronii,2427831.0,1
-33.7189,151.002,Litoria peronii,2427831.0,1
-33.7177,151.002,Limnodynastes peronii,2429583.0,1
-33.787251,151.043648,Limnodynastes peronii,2429583.0,1
-33.751587,150.646484,Limnodynastes peronii,2429583.0,1
-33.703935,150.301647,Limnodynastes peronii,2429583.0,1
-34.003937,150.863584,Litoria dentata,2427847.0,1
-33.734121,151.143081,Ranoidea phyllochroa,10754639.0,1
-34.213837,151.000757,Ranoidea phyllochroa,10754639.0,1
-33.532449,150.738998,Litoria dentata,2427847.0,1
-33.686208,150.534465,Litoria peronii,2427831.0,1
-33.727341,150.300649,Limnodynastes peronii,2429583.0,1
-34.095501,150.979344,Crinia signifera,2424585.0,1
-34.069287,150.448333,Litoria dentata,2427847.0,1
-33.729723,151.109343,Limnodynastes peronii,2429583.0,1
-33.7144,150.978,Litoria peronii,2427831.0,1
-33.729656,151.109516,Limnodynastes peronii,2429583.0,1
-33.634,150.292,Limnodynastes peronii,2429583.0,1
-33.758789,151.148369,Limnodynastes peronii,2429583.0,1
-34.1394,150.994,Limnodynastes peronii,2429583.0,1
-33.6838,151.101,Limnodynastes peronii,2429583.0,1
-33.743551,150.62544,Limnodynastes peronii,2429583.0,1
-33.836805,150.645398,Litoria peronii,2427831.0,1
-33.6187,151.015,Litoria peronii,2427831.0,1
-33.687346,150.492411,Pseudophryne australis,2424579.0,1
-33.774077,150.826403,Ranoidea caerulea,10842219.0,1
-33.881517,151.089943,Litoria peronii,2427831.0,1
-33.6613,150.256,Litoria dentata,2427847.0,1
-33.7702,150.695,Limnodynastes peronii,2429583.0,1
-33.697422,151.108857,Limnodynastes peronii,2429583.0,1
-33.7683,151.124,Limnodynastes peronii,2429583.0,1
-33.255225,150.19391,Crinia signifera,2424585.0,1
-33.787255,151.043755,Limnodynastes peronii,2429583.0,1
-34.072091,151.139527,Ranoidea caerulea,10842219.0,1
-33.928034,151.134079,Limnodynastes peronii,2429583.0,1
-33.561596,150.81973,Limnodynastes peronii,2429583.0,1
-33.686202,150.534275,Litoria peronii,2427831.0,1
-34.061998,151.125247,Limnodynastes peronii,2429583.0,1
-34.095552,150.979378,Crinia signifera,2424585.0,1
-34.069195,150.448138,Litoria dentata,2427847.0,1
-33.684662,150.308395,Limnodynastes peronii,2429583.0,1
-33.792944,151.101433,Limnodynastes peronii,2429583.0,1
-33.6337,150.293,Limnodynastes peronii,2429583.0,1
-33.758722,151.148318,Limnodynastes peronii,2429583.0,1
-33.6186,151.015,Limnodynastes peronii,2429583.0,1
-33.698739,150.365435,Litoria peronii,2427831.0,1
