decimalLatitude,decimalLongitude,occurrenceStatus,species
-34.2156,150.545,1,Crinia signifera
-33.524308,150.623755,1,Crinia signifera
-34.2156,150.545,1,Crinia signifera
-33.7586,150.852,1,Crinia signifera
-33.7245,151.102,1,Crinia signifera
-33.747314,150.862256,1,Crinia signifera
-33.6967,151.149,1,Crinia signifera
-33.911194,151.141521,1,Crinia signifera
-33.747345,150.861349,1,Crinia signifera
-33.7078,150.292,1,Crinia signifera
-33.7043,150.988,1,Crinia signifera
-33.7043,151.145,1,Crinia signifera
-33.725967,150.460311,1,Crinia signifera
-34.2389,150.918,1,Crinia signifera
-33.9801,150.839,1,Crinia signifera
-33.505034,150.371727,1,Crinia signifera
-34.037893,151.026391,1,Crinia signifera
-33.253638,150.195252,1,Crinia signifera
-33.7078,150.292,1,Crinia signifera
-33.839328,151.062578,1,Crinia signifera
-33.750298,150.464127,1,Crinia signifera
-33.681671,151.124854,1,Crinia signifera
-33.619,151.015,1,Crinia signifera
-34.1477,150.827,1,Crinia signifera
-33.726073,150.460245,1,Crinia signifera
-33.726282,150.460713,1,Crinia signifera
-33.75771,150.622316,1,Crinia signifera
-34.08609,151.019151,1,Crinia signifera
-33.524246,150.624341,1,Crinia signifera
-33.842278,150.607832,1,Crinia signifera
-33.911171,151.141549,1,Crinia signifera
-33.7043,150.988,1,Crinia signifera
-34.0865,151.073,1,Crinia signifera
-33.6182,151.015,1,Crinia signifera
-33.4748,150.172,1,Crinia signifera
-33.6979,151.125,1,Crinia signifera
-33.918528,150.943109,1,Crinia signifera
-34.200351,150.87207,1,Crinia signifera
-33.730135,150.623286,1,Crinia signifera
-33.5164,150.873,1,Crinia signifera
-33.704706,150.966183,1,Crinia signifera
-33.831426,151.069794,1,Crinia signifera
-34.0382,150.77,1,Crinia signifera
-34.238922,150.918284,1,Crinia signifera
-34.085449,151.019179,1,Crinia signifera
-34.137181,151.113988,1,Crinia signifera
-33.251121,150.195039,1,Crinia signifera
-34.050496,151.003695,1,Crinia signifera
-33.833683,151.067407,1,Crinia signifera
-33.918549,150.943637,1,Crinia signifera
-33.756348,150.623362,1,Crinia signifera
-33.74939,150.863423,1,Crinia signifera
-34.00347,151.06688,1,Crinia signifera
-34.086475,151.07305,1,Crinia signifera
-34.0912,151.074,1,Crinia signifera
-33.837952,151.072801,1,Crinia signifera
-33.6978,151.125,1,Crinia signifera
-33.649821,150.806102,1,Crinia signifera
-33.253612,150.19512,1,Crinia signifera
-33.751939,151.105209,1,Crinia signifera
-34.069275,151.014694,1,Crinia signifera
-33.9022,150.905,1,Crinia signifera
-33.714539,151.082904,1,Crinia signifera
-33.536781,150.193344,1,Crinia signifera
-33.707098,150.96611,1,Crinia signifera
-33.7565,150.623186,1,Crinia signifera
-34.086438,151.07304,1,Crinia signifera
-33.6979,151.126,1,Crinia signifera
-33.9021,150.905,1,Crinia signifera
-34.052,150.528,1,Crinia signifera
-33.833893,151.06694,1,Crinia signifera
-33.6266,151.032,1,Crinia signifera
-33.524109,150.624188,1,Crinia signifera
-34.1477,150.827,1,Crinia signifera
-34.0522,151.013,1,Crinia signifera
-33.536774,150.193307,1,Crinia signifera
-33.808821,150.638117,1,Crinia signifera
-33.388695,150.264619,1,Crinia signifera
-33.624861,150.910087,1,Crinia signifera
-33.72666,150.968481,1,Crinia signifera
-33.7008,150.572,1,Crinia signifera
-33.694972,150.72546,1,Crinia signifera
-33.4811,150.549,1,Crinia signifera
-34.090569,151.073688,1,Crinia signifera
-33.71017,151.012826,1,Crinia signifera
-34.23703,150.917205,1,Crinia signifera
-33.7682,151.124,1,Crinia signifera
-33.5177,150.874,1,Crinia signifera
-33.5164,150.873,1,Crinia signifera
-33.7849,150.76,1,Crinia signifera
-34.137146,151.113904,1,Crinia signifera
-34.0911,151.074,1,Crinia signifera
-33.5164,150.873,1,Crinia signifera
-33.5201,150.858,1,Crinia signifera
-33.5175,150.874,1,Crinia signifera
-34.0906,151.074,1,Crinia signifera
-34.050507,151.003728,1,Crinia signifera
-34.2373,150.917,1,Crinia signifera
-34.0911,151.074,1,Crinia signifera
-33.747321,150.862271,1,Crinia signifera
-33.2583,150.194,1,Crinia signifera
-33.913445,151.142151,1,Crinia signifera
-34.129976,151.129208,1,Crinia signifera
-34.128131,151.131217,1,Crinia signifera
-33.833801,151.067091,1,Crinia signifera
-34.12646,151.132666,1,Crinia signifera
-33.6679,150.254,1,Crinia signifera
-34.137186,151.113933,1,Crinia signifera
-33.7853,150.648,1,Crinia signifera
-33.7042,151.145,1,Crinia signifera
-33.524281,150.624329,1,Crinia signifera
-33.7163,151.014,1,Crinia signifera
-33.5179,150.875,1,Crinia signifera
-34.013249,150.848878,1,Crinia signifera
-33.614524,151.039549,1,Crinia signifera
-33.835926,151.061031,1,Crinia signifera
-33.7848,150.76,1,Crinia signifera
-33.842405,150.608218,1,Crinia signifera
-33.614522,151.039362,1,Crinia signifera
-33.6185,151.015,1,Crinia signifera
-33.7848,150.76,1,Crinia signifera
-33.507323,150.371527,1,Crinia signifera
-34.0519,151.013,1,Crinia signifera
-33.5155,150.871,1,Crinia signifera
-33.5179,150.874,1,Crinia signifera
-33.5176,150.875,1,Crinia signifera
-33.5201,150.858,1,Crinia signifera
-33.72666,150.968481,1,Crinia signifera
-33.7163,151.014,1,Crinia signifera
-33.5164,150.873,1,Crinia signifera
-34.050496,151.003695,1,Crinia signifera
-33.524109,150.624188,1,Crinia signifera
-33.5179,150.875,1,Crinia signifera
-34.128131,151.131217,1,Crinia signifera
-33.5175,150.874,1,Crinia signifera
-34.238922,150.918284,1,Crinia signifera
-33.614524,151.039549,1,Crinia signifera
-33.756348,150.623362,1,Crinia signifera
-33.251121,150.195039,1,Crinia signifera
-34.2373,150.917,1,Crinia signifera
-33.9021,150.905,1,Crinia signifera
-33.536774,150.193307,1,Crinia signifera
-34.0382,150.77,1,Crinia signifera
-34.052,150.528,1,Crinia signifera
-33.649821,150.806102,1,Crinia signifera
-33.74939,150.863423,1,Crinia signifera
-33.6679,150.254,1,Crinia signifera
-33.704706,150.966183,1,Crinia signifera
-34.086438,151.07304,1,Crinia signifera
-33.536781,150.193344,1,Crinia signifera
-34.013249,150.848878,1,Crinia signifera
-33.833893,151.06694,1,Crinia signifera
-33.5179,150.874,1,Crinia signifera
-33.747321,150.862271,1,Crinia signifera
-34.129976,151.129208,1,Crinia signifera
-33.751939,151.105209,1,Crinia signifera
-33.918528,150.943109,1,Crinia signifera
-34.0911,151.074,1,Crinia signifera
-33.507323,150.371527,1,Crinia signifera
-33.9022,150.905,1,Crinia signifera
-33.6185,151.015,1,Crinia signifera
-33.833683,151.067407,1,Crinia signifera
-34.137146,151.113904,1,Crinia signifera
-33.5155,150.871,1,Crinia signifera
-34.0911,151.074,1,Crinia signifera
-34.085449,151.019179,1,Crinia signifera
-33.694972,150.72546,1,Crinia signifera
-33.7849,150.76,1,Crinia signifera
-33.6979,151.126,1,Crinia signifera
-34.0912,151.074,1,Crinia signifera
-34.23703,150.917205,1,Crinia signifera
-34.0519,151.013,1,Crinia signifera
-33.5164,150.873,1,Crinia signifera
-34.200351,150.87207,1,Crinia signifera
-34.12646,151.132666,1,Crinia signifera
-33.7565,150.623186,1,Crinia signifera
-33.6978,151.125,1,Crinia signifera
-34.00347,151.06688,1,Crinia signifera
-33.707098,150.96611,1,Crinia signifera
-33.7848,150.76,1,Crinia signifera
-33.6266,151.032,1,Crinia signifera
-34.090569,151.073688,1,Crinia signifera
-33.714539,151.082904,1,Crinia signifera
-33.71017,151.012826,1,Crinia signifera
-33.2583,150.194,1,Crinia signifera
-33.918549,150.943637,1,Crinia signifera
-33.7042,151.145,1,Crinia signifera
-33.913445,151.142151,1,Crinia signifera
-33.614522,151.039362,1,Crinia signifera
-33.4748,150.172,1,Crinia signifera
-33.253612,150.19512,1,Crinia signifera
-34.069275,151.014694,1,Crinia signifera
-33.5164,150.873,1,Crinia signifera
-34.0906,151.074,1,Crinia signifera
-33.5177,150.874,1,Crinia signifera
-33.6182,151.015,1,Crinia signifera
-33.7848,150.76,1,Crinia signifera
-33.6979,151.125,1,Crinia signifera
-33.835926,151.061031,1,Crinia signifera
-33.4811,150.549,1,Crinia signifera
-33.7008,150.572,1,Crinia signifera
-33.837952,151.072801,1,Crinia signifera
-33.730135,150.623286,1,Crinia signifera
-34.0865,151.073,1,Crinia signifera
-34.137186,151.113933,1,Crinia signifera
-33.833801,151.067091,1,Crinia signifera
-33.842405,150.608218,1,Crinia signifera
-33.7853,150.648,1,Crinia signifera
-33.524281,150.624329,1,Crinia signifera
-34.086475,151.07305,1,Crinia signifera
-34.050507,151.003728,1,Crinia signifera
-34.0522,151.013,1,Crinia signifera
-33.7682,151.124,1,Crinia signifera
-34.1477,150.827,1,Crinia signifera
-33.5176,150.875,1,Crinia signifera
-33.831426,151.069794,1,Crinia signifera
-34.137181,151.113988,1,Crinia signifera
-33.879317,150.71266,1,Crinia signifera
-33.94104,150.84079,1,Crinia signifera
-33.45191,150.28294,1,Crinia signifera
-33.416723,150.218748,1,Crinia signifera
-33.434583,150.223178,1,Crinia signifera
-33.539243,150.754522,1,Crinia signifera
-33.88407,150.613242,1,Crinia signifera
-33.447549,150.299122,1,Crinia signifera
-33.37196,150.227202,1,Crinia signifera
-33.8261,151.144,1,Crinia signifera
-33.6187,151.015,1,Crinia signifera
-33.841309,151.069875,1,Crinia signifera
-33.932939,150.634489,1,Crinia signifera
-33.6595,151.094,1,Crinia signifera
-33.60835,150.888005,1,Crinia signifera
-33.608412,150.890452,1,Crinia signifera
-34.052,150.528,1,Crinia signifera
-33.81067,150.654871,1,Crinia signifera
-33.833916,151.067072,1,Crinia signifera
-34.0521,150.529,1,Crinia signifera
-33.6887,150.78,1,Crinia signifera
-33.5619,150.82,1,Crinia signifera
-33.780149,150.97054,1,Crinia signifera
-33.608419,150.890444,1,Crinia signifera
-33.6634,151.098,1,Crinia signifera
-33.608138,150.890217,1,Crinia signifera
-33.749473,150.863386,1,Crinia signifera
-33.7907,150.662,1,Crinia signifera
-33.5056,150.375,1,Crinia signifera
-33.608414,150.890447,1,Crinia signifera
-33.6636,151.099,1,Crinia signifera
-33.911093,151.141637,1,Crinia signifera
-34.075608,151.049298,1,Crinia signifera
-33.5805,150.891,1,Crinia signifera
-33.7088,150.817,1,Crinia signifera
-33.608976,150.887061,1,Crinia signifera
-33.9545,150.98,1,Crinia signifera
-34.064789,151.026732,1,Crinia signifera
-34.0669,150.77,1,Crinia signifera
-34.052,150.528,1,Crinia signifera
-33.609755,150.888403,1,Crinia signifera
-33.911034,151.141655,1,Crinia signifera
-33.746467,150.952814,1,Crinia signifera
-33.60437,150.883324,1,Crinia signifera
-33.5628,150.82,1,Crinia signifera
-33.836719,151.053018,1,Crinia signifera
-33.5616,150.82,1,Crinia signifera
-34.080078,151.018653,1,Crinia signifera
-33.911096,151.14162,1,Crinia signifera
-33.833409,151.066815,1,Crinia signifera
-33.66214,151.14992,1,Crinia signifera
-33.609755,150.888403,1,Crinia signifera
-33.6595,151.094,1,Crinia signifera
-34.080078,151.018653,1,Crinia signifera
-34.0669,150.77,1,Crinia signifera
-34.052,150.528,1,Crinia signifera
-33.6636,151.099,1,Crinia signifera
-33.6887,150.78,1,Crinia signifera
-33.66214,151.14992,1,Crinia signifera
-33.932939,150.634489,1,Crinia signifera
-33.608414,150.890447,1,Crinia signifera
-33.60835,150.888005,1,Crinia signifera
-33.780149,150.97054,1,Crinia signifera
-33.608412,150.890452,1,Crinia signifera
-33.749473,150.863386,1,Crinia signifera
-33.5628,150.82,1,Crinia signifera
-33.60437,150.883324,1,Crinia signifera
-33.5619,150.82,1,Crinia signifera
-33.833409,151.066815,1,Crinia signifera
-34.064789,151.026732,1,Crinia signifera
-34.075608,151.049298,1,Crinia signifera
-33.8261,151.144,1,Crinia signifera
-33.7088,150.817,1,Crinia signifera
-34.0521,150.529,1,Crinia signifera
-33.833916,151.067072,1,Crinia signifera
-33.608976,150.887061,1,Crinia signifera
-33.5805,150.891,1,Crinia signifera
-33.5056,150.375,1,Crinia signifera
-33.608138,150.890217,1,Crinia signifera
-33.746467,150.952814,1,Crinia signifera
-33.608419,150.890444,1,Crinia signifera
-33.5616,150.82,1,Crinia signifera
-33.7907,150.662,1,Crinia signifera
-33.836719,151.053018,1,Crinia signifera
-33.81067,150.654871,1,Crinia signifera
-34.052,150.528,1,Crinia signifera
-33.911093,151.141637,1,Crinia signifera
-33.6187,151.015,1,Crinia signifera
-33.911096,151.14162,1,Crinia signifera
-33.6634,151.098,1,Crinia signifera
-33.841309,151.069875,1,Crinia signifera
-33.911034,151.141655,1,Crinia signifera
-33.9545,150.98,1,Crinia signifera
-33.815743,150.717893,1,Crinia signifera
-34.111036,150.782409,1,Crinia signifera
-33.91967,150.93269,1,Crinia signifera
-34.20214,150.79519,1,Crinia signifera
-34.056794,150.678841,1,Crinia signifera
-34.056794,150.678841,1,Crinia signifera
-34.209686,150.628622,1,Crinia signifera
-33.84615,151.083346,1,Crinia signifera
-34.008691,150.794872,1,Crinia signifera
-33.67636,150.7901,1,Crinia signifera
-33.888172,150.859536,1,Crinia signifera
-33.888608,150.826821,1,Crinia signifera
-33.887291,151.047838,1,Crinia signifera
-33.7079,150.292,1,Crinia signifera
-34.120812,151.134994,1,Crinia signifera
-33.77,151.145,1,Crinia signifera
-33.6854,150.884,1,Crinia signifera
-33.8101,150.654,1,Crinia signifera
-34.041,151.079,1,Crinia signifera
-34.0522,150.528,1,Crinia signifera
-33.8079,150.66,1,Crinia signifera
-33.808136,151.135144,1,Crinia signifera
-33.840083,151.069955,1,Crinia signifera
-33.759172,150.755636,1,Crinia signifera
-34.0648,151.136,1,Crinia signifera
-34.1479,150.827,1,Crinia signifera
-34.0411,151.079,1,Crinia signifera
-33.7078,150.292,1,Crinia signifera
-33.505871,150.792216,1,Crinia signifera
-33.7018,150.565,1,Crinia signifera
-33.719241,150.908572,1,Crinia signifera
-33.837276,151.072416,1,Crinia signifera
-33.630798,151.146501,1,Crinia signifera
-34.1368,151.114,1,Crinia signifera
-33.911232,151.141564,1,Crinia signifera
-33.878357,150.833147,1,Crinia signifera
-34.052,150.529,1,Crinia signifera
-33.685889,150.534012,1,Crinia signifera
-33.524261,150.624139,1,Crinia signifera
-33.756205,150.623293,1,Crinia signifera
-33.7174,150.993,1,Crinia signifera
-33.840665,151.069234,1,Crinia signifera
-33.6742,150.969,1,Crinia signifera
-34.0668,151.015091,1,Crinia signifera
-34.031393,151.037264,1,Crinia signifera
-34.1477,150.827,1,Crinia signifera
-34.0411,151.079,1,Crinia signifera
-33.505995,150.792098,1,Crinia signifera
-33.508241,150.371521,1,Crinia signifera
-33.719247,150.908591,1,Crinia signifera
-33.7025,150.565,1,Crinia signifera
-33.719299,150.908442,1,Crinia signifera
-33.7042,150.988,1,Crinia signifera
-33.667566,151.140641,1,Crinia signifera
-33.8079,150.66,1,Crinia signifera
-34.137239,151.114005,1,Crinia signifera
-33.75635,150.62335,1,Crinia signifera
-33.8525,151.099,1,Crinia signifera
-33.840851,151.069426,1,Crinia signifera
-33.838879,151.068164,1,Crinia signifera
-33.7175,150.992,1,Crinia signifera
-34.120797,151.134998,1,Crinia signifera
-33.8892,150.827,1,Crinia signifera
-33.6178,150.894,1,Crinia signifera
-33.921875,150.763388,1,Crinia signifera
-33.726717,150.968582,1,Crinia signifera
-33.840873,151.069553,1,Crinia signifera
-33.937,151.118,1,Crinia signifera
-33.841299,151.070067,1,Crinia signifera
-34.04834,151.04083,1,Crinia signifera
-33.59993,150.893808,1,Crinia signifera
