eventDate,decimalLatitude,decimalLongitude,occurrenceStatus,geometry
2019-01-13T00:00:00,-33.608673,150.7414,1,POINT (150.7414 -33.608673)
2019-01-08T00:00:00,-33.532449,150.738998,1,POINT (150.738998 -33.532449)
2019-01-08T00:00:00,-33.561596,150.81973,1,POINT (150.81973 -33.561596)
2019-01-11T00:00:00,-33.61,150.808,1,POINT (150.808 -33.61)
2019-01-08T00:00:00,-33.532449,150.738998,1,POINT (150.738998 -33.532449)
2019-01-28T14:23:00,-33.499321,150.699393,1,POINT (150.699393 -33.499321)
2019-01-08T00:00:00,-33.532449,150.738998,1,POINT (150.738998 -33.532449)
2019-01-08T00:00:00,-33.561596,150.81973,1,POINT (150.81973 -33.561596)
2019-01-13T00:00:00,-33.608673,150.7414,1,POINT (150.7414 -33.608673)
2019-01-08T00:00:00,-33.500513,150.732802,1,POINT (150.732802 -33.500513)
2019-01-08T00:00:00,-33.532377,150.739073,1,POINT (150.739073 -33.532377)
2019-01-08T00:00:00,-33.532449,150.738998,1,POINT (150.738998 -33.532449)
2019-01-27T00:00:00,-33.6799,150.754,1,POINT (150.754 -33.6799)
2019-01-11T00:00:00,-33.61,150.808,1,POINT (150.808 -33.61)
2019-03-08T06:50:00,-33.6,150.7,1,POINT (150.7 -33.6)
2019-03-14T00:00:00,-33.524433,150.624232,1,POINT (150.624232 -33.524433)
2019-03-21T00:00:00,-33.524299,150.624275,1,POINT (150.624275 -33.524299)
2019-03-15T00:00:00,-33.524322,150.624328,1,POINT (150.624328 -33.524322)
2019-03-19T00:00:00,-33.526489,150.705633,1,POINT (150.705633 -33.526489)
2019-03-08T00:00:00,-33.524305,150.624252,1,POINT (150.624252 -33.524305)
2019-03-19T00:00:00,-33.5642,150.674,1,POINT (150.674 -33.5642)
2019-03-22T00:00:00,-33.524414,150.624283,1,POINT (150.624283 -33.524414)
2019-03-31T00:00:00,-33.52434,150.623758,1,POINT (150.623758 -33.52434)
2019-03-05T00:00:00,-33.524304,150.624322,1,POINT (150.624322 -33.524304)
2019-03-09T00:00:00,-33.524468,150.624164,1,POINT (150.624164 -33.524468)
2019-03-22T00:00:00,-33.524231,150.624044,1,POINT (150.624044 -33.524231)
2019-03-28T00:00:00,-33.524308,150.623755,1,POINT (150.623755 -33.524308)
2019-03-29T00:00:00,-33.524246,150.624341,1,POINT (150.624341 -33.524246)
2019-03-16T23:28:00,-33.677646,150.753069,1,POINT (150.753069 -33.677646)
2019-03-21T00:00:00,-33.524299,150.624275,1,POINT (150.624275 -33.524299)
2019-03-21T00:00:00,-33.524299,150.624275,1,POINT (150.624275 -33.524299)
2019-03-31T00:00:00,-33.52434,150.623758,1,POINT (150.623758 -33.52434)
2019-03-15T00:00:00,-33.524322,150.624328,1,POINT (150.624328 -33.524322)
2019-03-22T00:00:00,-33.524231,150.624044,1,POINT (150.624044 -33.524231)
2019-03-08T00:00:00,-33.524305,150.624252,1,POINT (150.624252 -33.524305)
2019-03-21T00:00:00,-33.524299,150.624275,1,POINT (150.624275 -33.524299)
2019-03-05T00:00:00,-33.524304,150.624322,1,POINT (150.624322 -33.524304)
2019-03-19T00:00:00,-33.5642,150.674,1,POINT (150.674 -33.5642)
2019-03-14T00:00:00,-33.524433,150.624232,1,POINT (150.624232 -33.524433)
2019-03-22T00:00:00,-33.524414,150.624283,1,POINT (150.624283 -33.524414)
2019-03-28T00:00:00,-33.524308,150.623755,1,POINT (150.623755 -33.524308)
2019-03-09T00:00:00,-33.524468,150.624164,1,POINT (150.624164 -33.524468)
2019-03-19T00:00:00,-33.526489,150.705633,1,POINT (150.705633 -33.526489)
2019-03-29T00:00:00,-33.524246,150.624341,1,POINT (150.624341 -33.524246)
2019-03-08T06:50:00,-33.619152,150.719854,1,POINT (150.719854 -33.619152)
2019-04-03T00:00:00,-33.524367,150.624221,1,POINT (150.624221 -33.524367)
2019-04-25T00:00:00,-33.524278,150.623993,1,POINT (150.623993 -33.524278)
2019-04-19T00:00:00,-33.682908,150.6763,1,POINT (150.6763 -33.682908)
2019-04-02T00:00:00,-33.524281,150.624329,1,POINT (150.624329 -33.524281)
2019-04-14T00:00:00,-33.649821,150.806102,1,POINT (150.806102 -33.649821)
2019-04-25T00:00:00,-33.524399,150.624285,1,POINT (150.624285 -33.524399)
2019-04-10T00:00:00,-33.524109,150.624188,1,POINT (150.624188 -33.524109)
2019-04-15T00:00:00,-33.62507,150.747884,1,POINT (150.747884 -33.62507)
2019-04-02T00:00:00,-33.524281,150.624329,1,POINT (150.624329 -33.524281)
2019-04-03T00:00:00,-33.524367,150.624221,1,POINT (150.624221 -33.524367)
2019-04-19T00:00:00,-33.682908,150.6763,1,POINT (150.6763 -33.682908)
2019-04-10T00:00:00,-33.524109,150.624188,1,POINT (150.624188 -33.524109)
2019-04-14T00:00:00,-33.649821,150.806102,1,POINT (150.806102 -33.649821)
2019-04-03T00:00:00,-33.524367,150.624221,1,POINT (150.624221 -33.524367)
2019-04-02T00:00:00,-33.524281,150.624329,1,POINT (150.624329 -33.524281)
2019-04-19T00:00:00,-33.682908,150.6763,1,POINT (150.6763 -33.682908)
2019-04-25T00:00:00,-33.524278,150.623993,1,POINT (150.623993 -33.524278)
2019-04-25T00:00:00,-33.524399,150.624285,1,POINT (150.624285 -33.524399)
2019-04-03T00:00:00,-33.524367,150.624221,1,POINT (150.624221 -33.524367)
2019-04-02T00:00:00,-33.524281,150.624329,1,POINT (150.624329 -33.524281)
2019-04-19T00:00:00,-33.682908,150.6763,1,POINT (150.6763 -33.682908)
2019-05-23T00:00:00,-33.539243,150.754522,1,POINT (150.754522 -33.539243)
2019-05-23T00:00:00,-33.539243,150.754522,1,POINT (150.754522 -33.539243)
2019-05-23T00:00:00,-33.539243,150.754522,1,POINT (150.754522 -33.539243)
2019-05-02T00:00:00,-33.6887,150.78,1,POINT (150.78 -33.6887)
2019-05-17T00:00:00,-33.5619,150.82,1,POINT (150.82 -33.5619)
2019-05-11T00:00:00,-33.5628,150.82,1,POINT (150.82 -33.5628)
2019-05-11T00:00:00,-33.5616,150.82,1,POINT (150.82 -33.5616)
2019-05-02T00:00:00,-33.6887,150.78,1,POINT (150.78 -33.6887)
2019-05-11T00:00:00,-33.5628,150.82,1,POINT (150.82 -33.5628)
2019-05-17T00:00:00,-33.5619,150.82,1,POINT (150.82 -33.5619)
2019-05-11T00:00:00,-33.5616,150.82,1,POINT (150.82 -33.5616)
2019-06-06T00:00:00,-33.67636,150.7901,1,POINT (150.7901 -33.67636)
2019-06-26T00:00:00,-33.505871,150.792216,1,POINT (150.792216 -33.505871)
2019-06-07T00:00:00,-33.524261,150.624139,1,POINT (150.624139 -33.524261)
2019-06-26T00:00:00,-33.505995,150.792098,1,POINT (150.792098 -33.505995)
2019-06-26T00:00:00,-33.505995,150.792098,1,POINT (150.792098 -33.505995)
2019-06-26T00:00:00,-33.505871,150.792216,1,POINT (150.792216 -33.505871)
2019-06-07T00:00:00,-33.524261,150.624139,1,POINT (150.624139 -33.524261)
2019-07-18T00:00:00,-33.480304,150.817475,1,POINT (150.817475 -33.480304)
2019-07-26T00:00:00,-33.524257,150.62429,1,POINT (150.62429 -33.524257)
2019-07-06T00:00:00,-33.493,150.735,1,POINT (150.735 -33.493)
2019-07-14T00:00:00,-33.5625,150.82,1,POINT (150.82 -33.5625)
2019-07-05T00:00:00,-33.524261,150.624211,1,POINT (150.624211 -33.524261)
2019-07-27T00:00:00,-33.501099,150.68967,1,POINT (150.68967 -33.501099)
2019-07-14T00:00:00,-33.5625,150.82,1,POINT (150.82 -33.5625)
2019-07-05T00:00:00,-33.524261,150.624211,1,POINT (150.624211 -33.524261)
2019-07-18T00:00:00,-33.480304,150.817475,1,POINT (150.817475 -33.480304)
2019-07-26T00:00:00,-33.524257,150.62429,1,POINT (150.62429 -33.524257)
2019-07-06T00:00:00,-33.493,150.735,1,POINT (150.735 -33.493)
2019-07-27T00:00:00,-33.501099,150.68967,1,POINT (150.68967 -33.501099)
2019-08-17T00:00:00,-33.614752,150.717765,1,POINT (150.717765 -33.614752)
2019-08-17T00:00:00,-33.614752,150.717765,1,POINT (150.717765 -33.614752)
2019-08-17T00:00:00,-33.614752,150.717765,1,POINT (150.717765 -33.614752)
2019-08-31T00:00:00,-33.674516,150.787418,1,POINT (150.787418 -33.674516)
2019-08-31T00:00:00,-33.524173,150.6237,1,POINT (150.6237 -33.524173)
2019-08-31T00:00:00,-33.505493,150.792851,1,POINT (150.792851 -33.505493)
2019-08-02T00:00:00,-33.5029,150.824,1,POINT (150.824 -33.5029)
2019-08-31T00:00:00,-33.524173,150.6237,1,POINT (150.6237 -33.524173)
2019-08-31T00:00:00,-33.505493,150.792851,1,POINT (150.792851 -33.505493)
2019-08-02T00:00:00,-33.5029,150.824,1,POINT (150.824 -33.5029)
2019-09-19T19:29:00,-33.5,150.7,1,POINT (150.7 -33.5)
2019-09-22T00:00:00,-33.5313,150.769,1,POINT (150.769 -33.5313)
2019-09-19T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-09-20T00:00:00,-33.480633,150.699869,1,POINT (150.699869 -33.480633)
2019-09-05T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-09-20T00:00:00,-33.480712,150.699979,1,POINT (150.699979 -33.480712)
2019-09-21T00:00:00,-33.500885,150.689557,1,POINT (150.689557 -33.500885)
2019-09-30T00:00:00,-33.501251,150.689404,1,POINT (150.689404 -33.501251)
2019-09-19T00:00:00,-33.6405,150.803,1,POINT (150.803 -33.6405)
2019-09-20T00:00:00,-33.506042,150.791932,1,POINT (150.791932 -33.506042)
2019-09-04T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-09-20T00:00:00,-33.480835,150.699998,1,POINT (150.699998 -33.480835)
2019-09-01T00:00:00,-33.501325,150.689474,1,POINT (150.689474 -33.501325)
2019-09-05T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-09-05T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-09-29T00:00:00,-33.6245,150.804,1,POINT (150.804 -33.6245)
2019-09-22T00:00:00,-33.5313,150.769,1,POINT (150.769 -33.5313)
2019-09-21T00:00:00,-33.500885,150.689557,1,POINT (150.689557 -33.500885)
2019-09-20T00:00:00,-33.480633,150.699869,1,POINT (150.699869 -33.480633)
2019-09-22T00:00:00,-33.5313,150.769,1,POINT (150.769 -33.5313)
2019-09-20T00:00:00,-33.480712,150.699979,1,POINT (150.699979 -33.480712)
2019-09-20T00:00:00,-33.480835,150.699998,1,POINT (150.699998 -33.480835)
2019-09-21T00:00:00,-33.500885,150.689557,1,POINT (150.689557 -33.500885)
2019-09-20T00:00:00,-33.480712,150.699979,1,POINT (150.699979 -33.480712)
2019-09-21T00:00:00,-33.607202,150.781489,1,POINT (150.781489 -33.607202)
2019-09-29T00:00:00,-33.6245,150.804,1,POINT (150.804 -33.6245)
2019-09-29T00:00:00,-33.6506,150.817,1,POINT (150.817 -33.6506)
2019-09-19T00:00:00,-33.524095,150.623645,1,POINT (150.623645 -33.524095)
2019-09-22T00:00:00,-33.524333,150.62442,1,POINT (150.62442 -33.524333)
2019-09-04T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-09-20T00:00:00,-33.480835,150.699998,1,POINT (150.699998 -33.480835)
2019-09-20T00:00:00,-33.480712,150.699979,1,POINT (150.699979 -33.480712)
2019-09-20T00:00:00,-33.506042,150.791932,1,POINT (150.791932 -33.506042)
2019-09-19T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-09-20T00:00:00,-33.480633,150.699869,1,POINT (150.699869 -33.480633)
2019-09-30T00:00:00,-33.501251,150.689404,1,POINT (150.689404 -33.501251)
2019-09-01T00:00:00,-33.501325,150.689474,1,POINT (150.689474 -33.501325)
2019-09-21T00:00:00,-33.500885,150.689557,1,POINT (150.689557 -33.500885)
2019-09-30T00:00:00,-33.501251,150.689404,1,POINT (150.689404 -33.501251)
2019-09-20T00:00:00,-33.480633,150.699869,1,POINT (150.699869 -33.480633)
2019-09-20T00:00:00,-33.480835,150.699998,1,POINT (150.699998 -33.480835)
2019-09-20T00:00:00,-33.480712,150.699979,1,POINT (150.699979 -33.480712)
2019-09-30T00:00:00,-33.501251,150.689404,1,POINT (150.689404 -33.501251)
2019-09-01T00:00:00,-33.501325,150.689474,1,POINT (150.689474 -33.501325)
2019-09-21T00:00:00,-33.500885,150.689557,1,POINT (150.689557 -33.500885)
2019-09-19T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-09-21T00:00:00,-33.607202,150.781489,1,POINT (150.781489 -33.607202)
2019-09-20T00:00:00,-33.480633,150.699869,1,POINT (150.699869 -33.480633)
2019-09-22T00:00:00,-33.5313,150.769,1,POINT (150.769 -33.5313)
2019-09-20T00:00:00,-33.506042,150.791932,1,POINT (150.791932 -33.506042)
2019-09-30T00:00:00,-33.501251,150.689404,1,POINT (150.689404 -33.501251)
2019-09-19T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-09-01T00:00:00,-33.501325,150.689474,1,POINT (150.689474 -33.501325)
2019-09-20T00:00:00,-33.480712,150.699979,1,POINT (150.699979 -33.480712)
2019-09-04T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-09-21T00:00:00,-33.500885,150.689557,1,POINT (150.689557 -33.500885)
2019-09-05T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-09-05T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-09-22T00:00:00,-33.5313,150.769,1,POINT (150.769 -33.5313)
2019-09-20T00:00:00,-33.506042,150.791932,1,POINT (150.791932 -33.506042)
2019-09-19T00:00:00,-33.6405,150.803,1,POINT (150.803 -33.6405)
2019-09-05T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-09-20T00:00:00,-33.480712,150.699979,1,POINT (150.699979 -33.480712)
2019-09-22T00:00:00,-33.5313,150.769,1,POINT (150.769 -33.5313)
2019-09-30T00:00:00,-33.501251,150.689404,1,POINT (150.689404 -33.501251)
2019-09-21T00:00:00,-33.500885,150.689557,1,POINT (150.689557 -33.500885)
2019-09-20T00:00:00,-33.480633,150.699869,1,POINT (150.699869 -33.480633)
2019-09-20T00:00:00,-33.480835,150.699998,1,POINT (150.699998 -33.480835)
2019-09-21T00:00:00,-33.500885,150.689557,1,POINT (150.689557 -33.500885)
2019-09-29T00:00:00,-33.6506,150.817,1,POINT (150.817 -33.6506)
2019-09-29T00:00:00,-33.6245,150.804,1,POINT (150.804 -33.6245)
2019-09-20T00:00:00,-33.480712,150.699979,1,POINT (150.699979 -33.480712)
2019-09-22T00:00:00,-33.524333,150.62442,1,POINT (150.62442 -33.524333)
2019-09-19T00:00:00,-33.524095,150.623645,1,POINT (150.623645 -33.524095)
2019-09-20T00:00:00,-33.480835,150.699998,1,POINT (150.699998 -33.480835)
2019-09-29T00:00:00,-33.6245,150.804,1,POINT (150.804 -33.6245)
2019-09-04T00:00:00,-33.6194,150.801,1,POINT (150.801 -33.6194)
2019-10-19T00:00:00,-33.5623,150.82,1,POINT (150.82 -33.5623)
2019-10-14T00:00:00,-33.533479,150.660181,1,POINT (150.660181 -33.533479)
2019-10-14T00:00:00,-33.533479,150.660181,1,POINT (150.660181 -33.533479)
2019-10-14T00:00:00,-33.533479,150.660181,1,POINT (150.660181 -33.533479)
2019-10-14T00:00:00,-33.597321,150.652787,1,POINT (150.652787 -33.597321)
2019-10-14T00:00:00,-33.533479,150.660181,1,POINT (150.660181 -33.533479)
2019-10-14T00:00:00,-33.533479,150.660181,1,POINT (150.660181 -33.533479)
2019-10-19T00:00:00,-33.5623,150.82,1,POINT (150.82 -33.5623)
2019-10-14T00:00:00,-33.533479,150.660181,1,POINT (150.660181 -33.533479)
2019-10-14T00:00:00,-33.533479,150.660181,1,POINT (150.660181 -33.533479)
2019-10-14T00:00:00,-33.533479,150.660181,1,POINT (150.660181 -33.533479)
2019-10-14T00:00:00,-33.533479,150.660181,1,POINT (150.660181 -33.533479)
2019-10-14T00:00:00,-33.533479,150.660181,1,POINT (150.660181 -33.533479)
2019-10-14T00:00:00,-33.597321,150.652787,1,POINT (150.652787 -33.597321)
2018-01-12T00:00:00,-33.6645,150.808,1,POINT (150.808 -33.6645)
2018-01-04T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-01-02T00:00:00,-33.558023,150.659961,1,POINT (150.659961 -33.558023)
2018-01-04T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-01-02T00:00:00,-33.5308,150.654,1,POINT (150.654 -33.5308)
2018-01-02T00:00:00,-33.5308,150.654,1,POINT (150.654 -33.5308)
2018-01-02T00:00:00,-33.582301,150.709185,1,POINT (150.709185 -33.582301)
2018-01-02T00:00:00,-33.6646,150.808,1,POINT (150.808 -33.6646)
2018-01-01T00:00:00,-33.526203,150.704906,1,POINT (150.704906 -33.526203)
2018-01-09T00:00:00,-33.603046,150.740368,1,POINT (150.740368 -33.603046)
2018-01-12T00:00:00,-33.6647,150.808,1,POINT (150.808 -33.6647)
2018-01-09T00:00:00,-33.5293,150.761,1,POINT (150.761 -33.5293)
2018-01-02T00:00:00,-33.5308,150.654,1,POINT (150.654 -33.5308)
2018-01-01T00:00:00,-33.526203,150.704906,1,POINT (150.704906 -33.526203)
2018-01-04T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-01-09T00:00:00,-33.5293,150.761,1,POINT (150.761 -33.5293)
2018-01-02T00:00:00,-33.558023,150.659961,1,POINT (150.659961 -33.558023)
2018-01-01T00:00:00,-33.526203,150.704906,1,POINT (150.704906 -33.526203)
2018-01-09T00:00:00,-33.5293,150.761,1,POINT (150.761 -33.5293)
2018-01-09T00:00:00,-33.5293,150.761,1,POINT (150.761 -33.5293)
2018-01-09T00:00:00,-33.5293,150.761,1,POINT (150.761 -33.5293)
2018-01-12T00:00:00,-33.6645,150.808,1,POINT (150.808 -33.6645)
2018-01-04T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-01-02T00:00:00,-33.5308,150.654,1,POINT (150.654 -33.5308)
2018-01-12T00:00:00,-33.6647,150.808,1,POINT (150.808 -33.6647)
2018-01-09T00:00:00,-33.5293,150.761,1,POINT (150.761 -33.5293)
2018-01-01T00:00:00,-33.526203,150.704906,1,POINT (150.704906 -33.526203)
2018-01-04T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-01-02T00:00:00,-33.5308,150.654,1,POINT (150.654 -33.5308)
2018-01-02T00:00:00,-33.558023,150.659961,1,POINT (150.659961 -33.558023)
2018-01-09T00:00:00,-33.603046,150.740368,1,POINT (150.740368 -33.603046)
2018-01-01T00:00:00,-33.526203,150.704906,1,POINT (150.704906 -33.526203)
2018-01-02T00:00:00,-33.5308,150.654,1,POINT (150.654 -33.5308)
2018-01-02T00:00:00,-33.558023,150.659961,1,POINT (150.659961 -33.558023)
2018-01-02T00:00:00,-33.6646,150.808,1,POINT (150.808 -33.6646)
2018-01-04T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-01-01T00:00:00,-33.526203,150.704906,1,POINT (150.704906 -33.526203)
2018-01-02T00:00:00,-33.582301,150.709185,1,POINT (150.709185 -33.582301)
2018-02-28T00:00:00,-33.555528,150.668236,1,POINT (150.668236 -33.555528)
2018-02-28T00:00:00,-33.555554,150.668223,1,POINT (150.668223 -33.555554)
2018-02-28T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-02-28T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-02-28T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-02-28T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-02-28T00:00:00,-33.555528,150.668236,1,POINT (150.668236 -33.555528)
2018-02-28T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-02-28T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-02-28T00:00:00,-33.555554,150.668223,1,POINT (150.668223 -33.555554)
2018-03-20T00:00:00,-33.677026,150.6251,1,POINT (150.6251 -33.677026)
2018-03-20T00:00:00,-33.677026,150.6251,1,POINT (150.6251 -33.677026)
2018-03-03T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-03-03T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-03-03T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-03-03T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-03-03T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-03-03T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-03-03T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-03-03T00:00:00,-33.6345,150.753,1,POINT (150.753 -33.6345)
2018-04-05T07:02:00,-33.607587,150.651232,1,POINT (150.651232 -33.607587)
2018-04-20T00:00:00,-33.49074,150.72834,1,POINT (150.72834 -33.49074)
2018-04-28T00:00:00,-33.52625,150.704972,1,POINT (150.704972 -33.52625)
2018-04-28T00:00:00,-33.52625,150.704972,1,POINT (150.704972 -33.52625)
2018-05-31T00:00:00,-33.670999,150.691261,1,POINT (150.691261 -33.670999)
2018-05-02T00:00:00,-33.54873,150.728137,1,POINT (150.728137 -33.54873)
2018-05-12T00:00:00,-33.4929,150.735,1,POINT (150.735 -33.4929)
2018-05-30T00:00:00,-33.526273,150.705073,1,POINT (150.705073 -33.526273)
2018-05-13T00:00:00,-33.5029,150.824,1,POINT (150.824 -33.5029)
2018-05-30T00:00:00,-33.526273,150.705073,1,POINT (150.705073 -33.526273)
2018-05-13T00:00:00,-33.5029,150.824,1,POINT (150.824 -33.5029)
2018-05-12T00:00:00,-33.4929,150.735,1,POINT (150.735 -33.4929)
2018-05-02T00:00:00,-33.54873,150.728137,1,POINT (150.728137 -33.54873)
2018-06-20T00:00:00,-33.563521,150.664704,1,POINT (150.664704 -33.563521)
2018-06-20T00:00:00,-33.563521,150.664704,1,POINT (150.664704 -33.563521)
2018-06-06T00:00:00,-33.682935,150.676299,1,POINT (150.676299 -33.682935)
2018-06-06T00:00:00,-33.686454,150.679205,1,POINT (150.679205 -33.686454)
2018-06-25T00:00:00,-33.5716,150.718,1,POINT (150.718 -33.5716)
2018-06-25T00:00:00,-33.5736,150.716,1,POINT (150.716 -33.5736)
2018-06-06T00:00:00,-33.683016,150.676375,1,POINT (150.676375 -33.683016)
2018-06-25T00:00:00,-33.5735,150.716,1,POINT (150.716 -33.5735)
2018-06-15T00:00:00,-33.52624,150.704907,1,POINT (150.704907 -33.52624)
2018-06-06T00:00:00,-33.683016,150.676375,1,POINT (150.676375 -33.683016)
2018-06-15T00:00:00,-33.52624,150.704907,1,POINT (150.704907 -33.52624)
2018-06-06T00:00:00,-33.682935,150.676299,1,POINT (150.676299 -33.682935)
2018-06-06T00:00:00,-33.683016,150.676375,1,POINT (150.676375 -33.683016)
2018-06-25T00:00:00,-33.5716,150.718,1,POINT (150.718 -33.5716)
2018-06-25T00:00:00,-33.5735,150.716,1,POINT (150.716 -33.5735)
2018-06-06T00:00:00,-33.683016,150.676375,1,POINT (150.676375 -33.683016)
2018-06-06T00:00:00,-33.686454,150.679205,1,POINT (150.679205 -33.686454)
2018-06-25T00:00:00,-33.5736,150.716,1,POINT (150.716 -33.5736)
2018-07-19T00:00:00,-33.526359,150.704863,1,POINT (150.704863 -33.526359)
2018-07-19T00:00:00,-33.526359,150.704863,1,POINT (150.704863 -33.526359)
2018-07-19T00:00:00,-33.526359,150.704863,1,POINT (150.704863 -33.526359)
2018-07-19T00:00:00,-33.526359,150.704863,1,POINT (150.704863 -33.526359)
2018-08-05T00:00:00,-33.526776,150.705155,1,POINT (150.705155 -33.526776)
