gbifID,eventDate,decimalLatitude,decimalLongitude,species,country,key,landcover,elevation,gradient,change,extent,occurrence,recurrence,seasonality,transitions,B04,B03,B02,B08,tmax_max,tmax_mean,tmin_min,tmin_mean,ppt_mean,soil_mean
1074862496,1999-01-19 00:00:00,-33.640568,150.305661,Crinia Signifera,Australia,23,2.0,967.2340698242188,9.81058134802086,253.0,0.0,0.0,0.0,0.0,0.0,942.0,763.5,676.0,1459.5,27.400002,18.376669,0.9000015,7.8933344,92.63333,74.0
3108852707,2018-11-18 00:00:00,-33.713455,150.336492,Crinia Signifera,Australia,24,7.0,967.7496337890625,22.01787389203651,253.0,0.0,0.0,0.0,0.0,0.0,917.5,892.5,745.5,2369.5,28.900002,20.115,1.2000008,8.536668,84.833336,60.883335
3108925855,2019-01-09 00:00:00,-33.695343,150.552483,Crinia Signifera,Australia,25,7.0,405.2764892578125,28.223697892686804,253.0,0.0,0.0,0.0,0.0,0.0,564.0,594.5,452.0,2335.0,30.800003,22.72167,2.2000008,9.871669,78.96667,40.8
1071867447,2002-10-03 00:00:00,-33.641367,150.697093,Crinia Signifera,Australia,26,2.0,29.192699432373047,7.829286723565662,253.0,0.0,0.0,0.0,0.0,0.0,683.0,661.0,544.0,1900.5,32.700005,24.691671,2.2999992,11.318334,59.716667,31.7
1452226662,2015-06-18 00:00:00,-33.416198,150.26037,Crinia Signifera,Australia,27,6.0,1026.1373291015625,51.91411524683226,253.0,0.0,0.0,0.0,0.0,0.0,619.5,550.5,454.0,1460.0,27.400002,18.258335,0.29999924,7.2466683,77.38333,56.383335
3108890772,2019-03-21 00:00:00,-33.726119,150.460259,Crinia Signifera,Australia,28,7.0,650.671142578125,20.093779837954102,253.0,0.0,0.0,0.0,0.0,0.0,565.0,678.0,490.0,2940.0,29.599998,21.189999,1.7000008,9.005002,85.46667,48.55
1074868403,2001-06-22 00:00:00,-33.525829,150.666842,Crinia Signifera,Australia,29,2.0,155.0628662109375,8.110655795309118,253.0,0.0,0.0,0.0,0.0,0.0,492.0,567.0,459.0,1888.0,32.200005,24.186668,2.5,10.926668,64.666664,31.8
2960468694,2019-08-20 00:00:00,-33.71255,150.602944,Crinia Signifera,Australia,30,2.0,197.09793090820312,19.41907734308364,253.0,0.0,0.0,0.0,0.0,0.0,420.5,454.0,383.0,1994.0,31.5,23.655003,2.5,10.508335,71.48333,37.916668
2556837765,2018-10-15 00:00:00,-33.704074,150.582218,Crinia Signifera,Australia,31,2.0,316.2230529785156,3.50857719654467,253.0,0.0,0.0,0.0,0.0,0.0,509.0,578.0,432.5,2242.5,30.800003,22.72167,2.2000008,9.871669,78.96667,40.8
2960456423,2019-10-30 00:00:00,-33.72592,150.460271,Crinia Signifera,Australia,32,7.0,652.94140625,29.42964699897202,253.0,0.0,0.0,0.0,0.0,0.0,610.0,668.0,465.5,3037.5,29.599998,21.189999,1.7000008,9.005002,85.46667,48.55
1916520566,2017-05-30 00:00:00,-33.372847,150.749208,Crinia Signifera,Australia,33,2.0,281.4497985839844,30.03125926352212,253.0,0.0,0.0,0.0,0.0,0.0,579.5,548.0,434.5,1929.0,31.400002,23.543337,2.6000023,10.585002,67.61667,33.366665
2960479956,2018-11-13 00:00:00,-33.6346,150.292,Crinia Signifera,Australia,34,7.0,1022.1456298828125,16.71866822341111,253.0,0.0,0.0,0.0,0.0,0.0,1046.0,953.5,784.0,2122.5,27.400002,18.376669,0.9000015,7.8933344,92.63333,74.0
2960430958,2019-09-20 00:00:00,-33.5528,150.281,Crinia Signifera,Australia,35,6.0,904.6781616210938,24.619894329445913,253.0,0.0,0.0,0.0,0.0,0.0,1039.0,777.0,643.0,1324.0,27.700005,18.510002,0.5,7.748335,83.3,65.45
2556861816,2018-07-04 00:00:00,-33.710588,150.49337,Crinia Signifera,Australia,36,3.5,566.7469482421875,9.967760856059318,253.0,0.0,0.0,0.0,0.0,0.0,880.5,735.5,585.0,2553.0,29.599998,21.189999,1.7000008,9.005002,85.46667,48.55
1067068331,1995-02-14 00:00:00,-33.601867,150.329492,Crinia Signifera,Australia,37,6.0,967.8665161132812,40.313387262696594,253.0,0.0,0.0,0.0,0.0,0.0,844.5,746.0,743.5,1036.5,27.400002,18.450003,0.9000015,7.941668,90.166664,70.26667
2960475291,2017-11-16 00:00:00,-33.692178,150.530077,Crinia Signifera,Australia,38,7.0,466.2997131347656,9.415071383933325,253.0,0.0,0.0,0.0,0.0,0.0,963.0,874.5,669.5,2786.5,30.400002,22.243336,2.1000023,9.571668,81.066666,41.883335
3108853082,2018-11-15 00:00:00,-33.6346,150.292,Crinia Signifera,Australia,39,7.0,1022.1456298828125,16.71866822341111,253.0,0.0,0.0,0.0,0.0,0.0,1046.0,953.5,784.0,2122.5,27.400002,18.376669,0.9000015,7.8933344,92.63333,74.0
2556873380,2019-01-09 00:00:00,-33.695343,150.552483,Crinia Signifera,Australia,40,7.0,405.2764892578125,28.223697892686804,253.0,0.0,0.0,0.0,0.0,0.0,564.0,594.5,452.0,2335.0,30.800003,22.72167,2.2000008,9.871669,78.96667,40.8
3108950054,2018-12-25 00:00:00,-33.6682,150.255,Crinia Signifera,Australia,41,2.0,1032.500732421875,28.687218688493786,253.0,0.0,0.0,0.0,0.0,0.0,904.0,900.5,785.5,2215.5,28.099998,19.01,0.6000023,7.8900013,84.066666,68.26667
1100421469,1996-10-01 00:00:00,-33.73888,150.46111,Crinia Signifera,Australia,42,2.0,601.9783935546875,13.272299844994837,253.0,0.0,0.0,0.0,0.0,0.0,438.0,414.0,346.0,1580.5,29.599998,21.189999,1.7000008,9.005002,85.46667,48.55
1069709966,1996-06-06 00:00:00,-33.572557,150.663215,Crinia Signifera,Australia,43,7.0,104.57786560058594,27.874294122668925,253.0,0.0,0.0,0.0,0.0,0.0,939.0,857.0,730.0,2047.0,31.700005,23.723335,2.4000015,10.59,71.38333,33.916668
2806246071,2018-03-02 00:00:00,-33.628445,150.296348,Crinia Signifera,Australia,44,2.0,1038.1905517578125,2.8295915552616293,253.0,0.0,0.0,0.0,0.0,0.0,546.0,550.0,504.5,1060.5,27.400002,18.376669,0.9000015,7.8933344,92.63333,74.0
3108898846,2018-11-21 00:00:00,-33.6465,150.289,Crinia Signifera,Australia,45,3.0,1023.0216674804688,13.24794760494194,253.0,0.0,0.0,0.0,0.0,0.0,1319.0,1030.5,835.5,2698.0,27.400002,18.225002,0.6000023,7.713334,88.35,74.36667
1071882049,2007-11-19 00:00:00,-33.311488,150.677232,Crinia Signifera,Australia,46,2.0,304.8158264160156,6.038343210093852,253.0,0.0,0.0,0.0,0.0,0.0,284.0,276.5,202.0,1665.5,31.200005,23.095001,2.4000015,10.225001,70.73333,34.35
1452699799,2011-03-15 00:00:00,-33.700215,150.714988,Crinia Signifera,Australia,47,2.0,44.460140228271484,0.4990005493164062,253.0,0.0,0.0,0.0,0.0,0.0,1014.5,858.5,750.5,2004.0,32.800003,24.71667,2.6000023,11.606668,60.916668,33.55
1915965571,2017-11-16 00:00:00,-33.447549,150.299122,Crinia Signifera,Australia,48,6.0,1017.421142578125,15.534478988184421,253.0,0.0,0.0,0.0,0.0,0.0,468.5,403.5,377.0,637.0,27.800003,18.770002,0.5,7.6516676,80.4,55.85
1100421687,1995-12-14 00:00:00,-33.67027,150.34555,Crinia Signifera,Australia,49,6.0,940.8709106445312,2.33306884765625,253.0,0.0,0.0,0.0,0.0,0.0,793.0,679.0,658.0,1258.0,27.900002,19.001669,1.0,8.096667,93.333336,69.13333
3108866635,2018-11-02 00:00:00,-33.506915,150.371428,Crinia Signifera,Australia,50,2.0,991.25,17.98695749182768,253.0,0.0,0.0,0.0,0.0,0.0,823.5,842.0,679.0,2384.0,27.800003,18.921667,0.70000076,7.8966684,87.083336,60.116665
1100436788,2001-02-10 00:00:00,-33.666,150.55,Crinia Signifera,Australia,51,2.0,449.3779296875,4.359160818492691,253.0,0.0,0.0,0.0,0.0,0.0,595.5,622.5,489.0,2153.5,30.800003,22.678335,2.2000008,9.856668,79.166664,39.616665
3108861500,2019-10-06 00:00:00,-33.719452,150.336623,Crinia Signifera,Australia,52,7.0,949.3232421875,7.357693361853728,253.0,0.0,0.0,0.0,0.0,0.0,784.5,808.5,751.0,2600.5,28.900002,20.115,1.2000008,8.536668,84.833336,60.883335
1100421694,1995-12-14 00:00:00,-33.67027,150.34555,Crinia Signifera,Australia,53,6.0,940.8709106445312,2.33306884765625,253.0,0.0,0.0,0.0,0.0,0.0,793.0,679.0,658.0,1258.0,27.900002,19.001669,1.0,8.096667,93.333336,69.13333
1071887935,2009-02-05 00:00:00,-33.481427,150.322888,Crinia Signifera,Australia,54,6.0,810.0435180664062,12.796543130225485,253.0,0.0,0.0,0.0,0.0,0.0,655.0,545.5,487.5,962.0,28.0,18.956669,0.5,7.750001,81.0,57.266666
1100367109,1980-08-17 00:00:00,-33.59833,150.2625,Crinia Signifera,Australia,55,2.0,1021.347900390625,13.089113750741793,253.0,0.0,0.0,0.0,0.0,0.0,618.0,632.0,594.0,1756.0,27.300003,18.238337,0.6000023,7.7250013,86.566666,70.566666
2960436844,2018-10-19 00:00:00,-33.737798,150.624061,Crinia Signifera,Australia,56,7.0,265.934814453125,10.739323941484454,253.0,0.0,0.0,0.0,0.0,0.0,1128.5,1093.5,999.5,2590.5,31.5,23.655003,2.5,10.508335,71.48333,37.916668
2960482884,2018-10-31 00:00:00,-33.733568,150.65308,Crinia Signifera,Australia,57,6.0,16.63994598388672,2.0161222390935785,253.0,0.0,0.0,0.0,0.0,0.0,692.0,805.5,590.5,3204.0,32.6,24.54167,2.7999992,11.308334,64.916664,35.35
1070759972,2007-10-26 00:00:00,-33.449468,150.604042,Crinia Signifera,Australia,58,2.0,523.7970581054688,17.416373582566965,253.0,0.0,0.0,0.0,0.0,0.0,496.0,470.5,344.5,1898.5,30.5,22.296669,2.2999992,9.723334,82.48333,38.85
2960436862,2018-10-22 00:00:00,-33.724627,150.433406,Crinia Signifera,Australia,59,2.0,685.0565185546875,1.1378535428750711,253.0,0.0,0.0,0.0,0.0,0.0,1020.5,884.0,622.5,3039.5,29.0,20.50667,1.4000015,8.650001,87.316666,55.15
1100367205,1980-08-17 00:00:00,-33.616,150.283,Crinia Signifera,Australia,60,2.0,1038.1263427734375,21.078146864730897,253.0,0.0,0.0,0.0,0.0,0.0,697.0,698.5,688.0,1368.0,27.300003,18.238337,0.6000023,7.7250013,86.566666,70.566666
1452226047,2015-05-29 00:00:00,-33.441732,150.280516,Crinia Signifera,Australia,61,2.0,993.3876342773438,15.224932943347266,253.0,0.0,0.0,0.0,0.0,0.0,714.0,513.5,435.5,1121.0,27.5,18.285,0.40000153,7.3500004,78.2,58.566666
1100421509,1996-01-01 00:00:00,-33.73054,150.40972,Crinia Signifera,Australia,62,7.0,766.2095336914062,2.15576171875,253.0,0.0,0.0,0.0,0.0,0.0,1289.0,1043.0,820.0,2441.0,28.200005,19.626669,1.2000008,8.335001,91.1,62.683334
1452229032,2016-01-17 00:00:00,-33.430165,150.260458,Crinia Signifera,Australia,63,6.0,957.76025390625,4.311233195637266,253.0,0.0,0.0,0.0,0.0,0.0,768.5,589.0,485.0,1274.5,27.5,18.285,0.40000153,7.3500004,78.2,58.566666
3108870721,2018-03-26 00:00:00,-33.555484,150.422755,Crinia Signifera,Australia,64,2.0,1023.9189453125,0.9979089624856453,253.0,0.0,0.0,0.0,0.0,0.0,479.0,535.0,450.0,2213.0,29.0,20.403334,1.2999992,8.615002,89.6,51.966667
1451836748,2013-10-29 00:00:00,-33.442334,150.280013,Crinia Signifera,Australia,65,2.0,1000.3641967773438,6.003952167427851,253.0,0.0,0.0,0.0,0.0,0.0,820.5,581.5,467.5,1343.5,27.5,18.285,0.40000153,7.3500004,78.2,58.566666
1067009811,1993-11-22 00:00:00,-33.690798,150.530587,Crinia Signifera,Australia,66,2.0,446.4814147949219,3.563186162326189,253.0,0.0,0.0,0.0,0.0,0.0,481.0,520.0,427.0,2169.0,30.400002,22.243336,2.1000023,9.571668,81.066666,41.883335
1100506051,1972-03-08 00:00:00,-33.533,150.333,Crinia Signifera,Australia,67,6.0,854.2449340820312,9.959487552975803,253.0,0.0,0.0,0.0,0.0,0.0,729.0,509.0,423.0,1132.0,27.599998,18.565,0.5,7.7066674,85.01667,62.566666
3108887606,2018-11-29 00:00:00,-33.705786,150.374202,Crinia Signifera,Australia,68,7.0,876.7758178710938,19.71123120970385,253.0,0.0,0.0,0.0,0.0,0.0,614.0,709.0,629.0,2991.0,27.900002,19.001669,1.0,8.096667,93.333336,69.13333
2960481667,2018-08-25 00:00:00,-33.506808,150.371489,Crinia Signifera,Australia,69,2.0,991.25,19.410691325084475,253.0,0.0,0.0,0.0,0.0,0.0,638.5,632.0,509.0,1608.5,27.800003,18.921667,0.70000076,7.8966684,87.083336,60.116665
1070752095,2003-11-14 00:00:00,-33.639809,150.699118,Crinia Signifera,Australia,70,2.0,32.011924743652344,4.132119151587131,253.0,0.0,0.0,0.0,0.0,0.0,730.0,624.0,514.0,1983.0,32.700005,24.691671,2.2999992,11.318334,59.716667,31.7
1071425980,2014-11-12 00:00:00,-33.554504,150.701429,Crinia Signifera,Australia,71,6.0,71.27091979980469,3.6756512941949584,253.0,0.0,0.0,0.0,0.0,0.0,1629.0,1215.0,932.0,2304.0,32.5,24.456667,2.5,11.126668,62.6,31.766666
1067063684,1994-03-25 00:00:00,-33.71585,150.326505,Crinia Signifera,Australia,72,2.0,940.8838500976562,77.60661932974728,253.0,0.0,0.0,0.0,0.0,0.0,760.5,870.5,814.0,1882.0,28.800003,19.863335,1.1000023,8.346668,84.51667,64.28333
1070760446,2008-03-13 00:00:00,-33.555172,150.575495,Crinia Signifera,Australia,73,2.0,451.0629577636719,7.320434975968766,253.0,0.0,0.0,0.0,0.0,0.0,493.0,425.0,405.0,768.0,30.900002,22.63167,1.9000015,9.761668,78.9,37.2
1071887661,2009-02-18 00:00:00,-33.339903,150.269816,Crinia Signifera,Australia,74,2.0,1006.0623168945312,17.28684547792282,253.0,0.0,0.0,0.0,0.0,0.0,405.0,332.0,282.0,1137.0,27.5,18.278334,0.29999924,7.2166677,75.85,54.05
3108864918,2018-06-15 00:00:00,-33.52624,150.704907,Crinia Signifera,Australia,75,7.0,93.70772552490234,5.900189752005393,253.0,0.0,0.0,0.0,0.0,0.0,1366.0,1239.0,1011.0,2574.0,32.200005,24.186668,2.5,10.926668,64.666664,31.8
1915791636,2016-04-29 00:00:00,-33.738772,150.317834,Crinia Signifera,Australia,76,2.0,620.5408935546875,22.54698132658742,253.0,0.0,0.0,0.0,0.0,0.0,560.5,685.0,612.5,1897.5,28.800003,19.863335,1.1000023,8.346668,84.51667,64.28333
1067064706,1993-10-16 00:00:00,-33.700629,150.352325,Crinia Signifera,Australia,77,2.0,875.17333984375,36.04818931586502,253.0,0.0,0.0,0.0,0.0,0.0,825.0,783.0,677.0,1670.0,27.900002,19.001669,1.0,8.096667,93.333336,69.13333
2960453163,2019-01-02 00:00:00,-33.703979,150.301906,Crinia Signifera,Australia,78,7.0,1023.04296875,8.52045196498505,253.0,0.0,0.0,0.0,0.0,0.0,575.5,584.0,525.0,1641.5,27.200005,18.200003,0.9000015,7.873335,96.98333,79.666664
1100395144,1973-09-16 00:00:00,-33.716,150.366,Crinia Signifera,Australia,79,7.0,908.6273803710938,11.639444340125397,253.0,0.0,0.0,0.0,0.0,0.0,813.0,849.0,768.0,2193.0,28.900002,20.115,1.2000008,8.536668,84.833336,60.883335
2806054865,2016-10-18 00:00:00,-33.447549,150.299122,Crinia Signifera,Australia,80,6.0,1017.421142578125,15.534478988184421,253.0,0.0,0.0,0.0,0.0,0.0,468.5,403.5,377.0,637.0,27.800003,18.770002,0.5,7.6516676,80.4,55.85
2960489051,2018-11-02 00:00:00,-33.50691,150.371411,Crinia Signifera,Australia,81,2.0,991.25,17.98695749182768,253.0,0.0,0.0,0.0,0.0,0.0,823.5,842.0,679.0,2384.0,27.800003,18.921667,0.70000076,7.8966684,87.083336,60.116665
1074863105,1999-11-28 00:00:00,-33.459877,150.71304,Crinia Signifera,Australia,82,2.0,40.24330520629883,83.63071168891335,253.0,0.0,0.0,0.0,0.0,0.0,525.5,586.0,501.5,2196.0,32.1,24.263334,2.7000008,11.058333,63.35,31.1
3108859512,2019-07-06 00:00:00,-33.693029,150.324305,Crinia Signifera,Australia,83,7.0,958.3680419921875,14.832021437489884,253.0,0.0,0.0,0.0,0.0,0.0,889.0,863.0,738.5,1641.5,27.200005,18.200003,0.9000015,7.873335,96.98333,79.666664
3108935068,2018-11-03 00:00:00,-33.513782,150.579329,Crinia Signifera,Australia,84,6.0,507.3461608886719,15.783621675115292,253.0,0.0,0.0,0.0,0.0,0.0,1351.0,1120.0,864.0,2468.0,30.300003,21.976667,2.0,9.491669,86.45,41.4
3108940564,2018-12-01 00:00:00,-33.7078,150.292,Crinia Signifera,Australia,85,2.0,1023.7459716796875,12.105353889477417,253.0,0.0,0.0,0.0,0.0,0.0,561.0,555.5,495.0,1462.5,27.200005,18.200003,0.9000015,7.873335,96.98333,79.666664
2556863435,2018-09-27 00:00:00,-33.699851,150.584102,Crinia Signifera,Australia,86,7.0,322.8655700683594,4.601147469422567,253.0,0.0,0.0,0.0,0.0,0.0,860.0,828.0,743.0,2281.0,31.400002,23.423336,2.4000015,10.371669,74.03333,38.0
1100436792,2001-02-03 00:00:00,-33.5,150.5,Crinia Signifera,Australia,87,7.0,639.3126220703125,4.659500146430209,253.0,0.0,0.0,0.0,0.0,0.0,800.0,666.0,494.0,2007.0,30.200005,21.771667,1.7000008,9.276669,87.03333,41.05
3108947407,2019-10-27 00:00:00,-33.726213,150.329771,Crinia Signifera,Australia,88,7.0,916.6200561523438,132.64078097420494,253.0,0.0,0.0,0.0,0.0,0.0,836.5,867.5,785.5,1710.5,28.800003,19.863335,1.1000023,8.346668,84.51667,64.28333
1070357434,2010-11-20 00:00:00,-33.44787,150.299403,Crinia Signifera,Australia,89,6.0,1020.4173583984375,5.062936062644231,253.0,0.0,0.0,0.0,0.0,0.0,708.0,516.5,434.0,1077.0,27.800003,18.770002,0.5,7.6516676,80.4,55.85
3108950054,2018-12-25 00:00:00,-33.6682,150.255,Crinia Signifera,Australia,90,2.0,1032.500732421875,28.687218688493786,253.0,0.0,0.0,0.0,0.0,0.0,904.0,900.5,785.5,2215.5,28.099998,19.01,0.6000023,7.8900013,84.066666,68.26667
2960476831,2018-10-17 00:00:00,-33.52627,150.704899,Crinia Signifera,Australia,91,7.0,93.70772552490234,5.900189752005393,253.0,0.0,0.0,0.0,0.0,0.0,1366.0,1239.0,1011.0,2574.0,32.200005,24.186668,2.5,10.926668,64.666664,31.8
3108953719,2018-01-02 00:00:00,-33.699133,150.584372,Crinia Signifera,Australia,92,2.0,313.2564392089844,11.982082632450831,253.0,0.0,0.0,0.0,0.0,0.0,575.0,561.0,440.5,2199.0,31.400002,23.423336,2.4000015,10.371669,74.03333,38.0
2960457333,2019-09-20 00:00:00,-33.480633,150.699869,Crinia Signifera,Australia,93,6.0,184.54544067382812,7.53899589735413,253.0,0.0,0.0,0.0,0.0,0.0,626.0,598.0,482.0,1764.5,32.0,24.098333,2.6000023,10.838335,64.933334,31.1
1070759684,2007-10-24 00:00:00,-33.446669,150.637182,Crinia Signifera,Australia,94,1.0,506.4173278808594,0.4548860254989109,253.0,0.0,0.0,0.0,0.0,0.0,668.5,570.0,483.0,1434.5,30.300003,22.255001,2.6000023,9.914999,85.48333,41.15
2805909675,2016-10-07 00:00:00,-33.388695,150.264619,Crinia Signifera,Australia,95,6.0,1034.6563720703125,6.514732476093959,253.0,0.0,0.0,0.0,0.0,0.0,1330.0,930.0,587.0,1966.0,27.400002,18.258335,0.29999924,7.2466683,77.38333,56.383335
1452699828,2011-02-19 00:00:00,-33.702075,150.715176,Crinia Signifera,Australia,96,6.0,45.872352600097656,3.0989563405795626,253.0,0.0,0.0,0.0,0.0,0.0,1008.0,891.0,754.0,1800.5,32.800003,24.71667,2.6000023,11.606668,60.916668,33.55
3108862618,2019-07-23 00:00:00,-33.7079,150.292,Crinia Signifera,Australia,97,2.0,1024.3240966796875,15.409528661879863,253.0,0.0,0.0,0.0,0.0,0.0,532.5,536.0,479.0,1515.5,27.200005,18.200003,0.9000015,7.873335,96.98333,79.666664
3108849679,2019-03-14 00:00:00,-33.507283,150.371501,Crinia Signifera,Australia,98,2.0,993.2054443359375,26.384532804259297,253.0,0.0,0.0,0.0,0.0,0.0,517.0,560.0,464.5,1838.0,27.800003,18.921667,0.70000076,7.8966684,87.083336,60.116665
1100414001,1994-11-10 00:00:00,-33.683,150.72277,Crinia Signifera,Australia,99,2.0,34.19724655151367,1.558131730245163,253.0,0.0,0.0,0.0,0.0,0.0,622.0,607.5,525.0,1654.5,32.800003,24.71667,2.6000023,11.606668,60.916668,33.55
3108907098,2018-11-02 00:00:00,-33.69114,150.371159,Crinia Signifera,Australia,100,7.0,861.4627685546875,57.095834805020594,253.0,0.0,0.0,0.0,0.0,0.0,905.0,868.0,751.0,2328.0,27.900002,19.001669,1.0,8.096667,93.333336,69.13333
